1454081774424,1454081775460,1036
1454081775544,1454081782172,6628
1454081909356,1454081910005,649
1454081922745,1454081924255,1510
1454081945558,1454081947773,2215
1454081951577,1454081952154,577
1454081953568,1454081959484,5916
1454082106680,1454082108570,1890
1454082111334,1454082112538,1204
1454082123580,1454082125238,1658
1454082153486,1454082154420,934
1454082161582,1454082162229,647
1454082162645,1454082163342,697
1454082192960,1454082193556,596
1454082345351,1454082345928,577
1454082388163,1454082389786,1623
1454082416644,1454082417318,674
1454082420879,1454082421673,794
1454082425126,1454082430046,4920
1454082430095,1454082431459,1364
1454082464880,1454082465462,582
1454082465700,1454082468151,2451
1454082477210,1454082478068,858
1454082478451,1454082479109,658
1454082555900,1454082558488,2588
1454082563471,1454082564185,714
1454082571597,1454082573454,1857
1454082579673,1454082581005,1332
1454082582143,1454082582915,772
1454082615595,1454082616351,756
1454082619813,1454082623143,3330
1454082654296,1454082655080,784
1454082655135,1454082658471,3336
1454082667184,1454082668362,1178
1454082696996,1454082697556,560
1454082698164,1454082698952,788
1454082837378,1454082838627,1249
1454082867621,1454082868783,1162
1454082872895,1454082873410,515
1454082933341,1454082934117,776
1454082934822,1454082935483,661
1454082935508,1454082936344,836
