,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E9:E3,78:A5:04:41:EB:AC,78:A5:04:41:E9:A5
1526456015988,-88,-200,-200
1526456016107,-90,-200,-200
1526456025880,-85,-95,-200
1526456060768,-89,-200,-200
1526456060877,-91,-200,-200
1526456060982,-89,-200,-96
1526456065808,-95,-200,-200
1526456070778,-91,-200,-200
