,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E9:A5,78:A5:04:41:E9:E3
1526456100778,-91,-200
1526456100984,-90,-200
1526456101089,-89,-95
1526456110873,-94,-200
1526456110974,-92,-200
1526456125784,-95,-200
1526456125900,-94,-200
1526456130845,-91,-200
