['time'],['wifi_change']
1
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
2
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
3
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
4
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
5
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
6
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
7
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
8
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
9
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
10
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
11
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
12
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
13
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
14
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
15
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
16
MAC,0c:d9:96:ca:15:40
Samsung,
Samsung,
LG,-73
LG,-95
Oneplus,
Oneplus,
Nexus,
Nexus,
17
MAC,20:3a:07:f9:39:c5
Samsung,-82
Samsung,-70
LG,
LG,
Oneplus,
Oneplus,
Nexus,
Nexus,
18
MAC,88:75:56:6b:6a:5d,a0:cf:5b:44:84:52,0c:d9:96:ca:15:44
Samsung,,,
Samsung,,,
LG,-70,-79,
LG,-82,-53,
Oneplus,,,
Oneplus,,,
Nexus,,,-95
Nexus,,,-66
19
MAC,0c:d9:96:ca:15:44,0c:d9:96:ca:15:40
Samsung,,
Samsung,,
LG,,
LG,,
Oneplus,-65,-65
Oneplus,-95,-95
Nexus,,
Nexus,,
20
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
21
MAC,0c:d9:96:ca:15:45,f0:25:72:a2:eb:e5,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e1,0c:d9:96:ca:15:40,f0:25:72:a2:eb:e2,c0:62:6b:86:c4:3a
Samsung,-69,-83,-83,-84,-89,,,
Samsung,-82,-70,-70,-70,-69,,,
LG,,,,,,-95,,
LG,,,,,,-68,,
Oneplus,,,,,,,-72,
Oneplus,,,,,,,-83,
Nexus,,,,,,,,-73
Nexus,,,,,,,,-84
22
MAC,c0:62:6b:86:c4:3d,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:db,e0:d1:73:5b:cd:da,c0:62:6b:86:c4:31
Samsung,,,,,,
Samsung,,,,,,
LG,-63,-74,,,,
LG,-74,-63,,,,
Oneplus,,,-66,-78,-95,
Oneplus,,,-54,-67,-70,
Nexus,,,,,,-65
Nexus,,,,,,-95
23
MAC,e0:d1:73:5b:cd:d0,f0:25:72:a2:eb:e0,e0:d1:73:5b:cd:d4
Samsung,,,
Samsung,,,
LG,-52,-72,
LG,-95,-95,
Oneplus,,,-61
Oneplus,,,-50
Nexus,,,
Nexus,,,
24
MAC,64:d8:14:60:de:42,e0:d1:73:5b:cd:d2
Samsung,,
Samsung,,
LG,-72,-73
LG,-95,-95
Oneplus,,
Oneplus,,
Nexus,,
Nexus,,
25
MAC,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:dc,e0:d1:73:5b:cd:da,c0:62:6b:86:c4:34,c0:62:6b:86:c4:30
Samsung,-95,,,,
Samsung,-60,,,,
LG,-95,,,,
LG,-57,,,,
Oneplus,,,,,
Oneplus,,,,,
Nexus,,-95,-95,-95,-95
Nexus,,-71,-71,-71,-71
26
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
27
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
28
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
29
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
30
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
31
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
32
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
33
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
34
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
35
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
36
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
37
MAC
Samsung
Samsung
LG
LG
Oneplus
Oneplus
Nexus
Nexus
38
MAC,20:3a:07:42:45:14,20:3a:07:42:45:12,20:3a:07:42:45:11,88:75:56:8f:3d:d2,88:75:56:8f:3d:d1,88:75:56:8f:3d:d4,88:75:56:8f:3d:d0,88:75:56:8f:3d:d5,20:3a:07:42:45:1a,20:3a:07:42:45:15
Samsung,-69,-69,-70,-74,-74,-75,-75,-95,,
Samsung,-52,-52,-51,-60,-63,-60,-61,-61,,
LG,,,-69,,-95,-95,-95,,,
LG,,,-54,,-65,-68,-66,,,
Oneplus,,,,,,,,,,
Oneplus,,,,,,,,,,
Nexus,,,,,,,,,-95,-95
Nexus,,,,,,,,,-63,-65
39
MAC,20:3a:07:42:45:10
Samsung,-70
Samsung,-48
LG,
LG,
Oneplus,
Oneplus,
Nexus,
Nexus,
40
MAC,20:3a:07:42:45:15,20:3a:07:42:45:10,88:75:56:8f:3d:d0,20:3a:07:42:45:12,88:75:56:8f:3d:d1
Samsung,-53,,,,
Samsung,-64,,,,
LG,,-95,-95,,
LG,,-59,-64,,
Oneplus,,,,,
Oneplus,,,,,
Nexus,,,,-95,-95
Nexus,,,,-62,-67
41
MAC,20:3a:07:42:45:1b,20:3a:07:42:45:10,88:75:56:8f:3d:d2
Samsung,,,
Samsung,,,
LG,,,
LG,,,
Oneplus,-70,-95,-95
Oneplus,-95,-61,-68
Nexus,,,
Nexus,,,
42
MAC,20:3a:07:42:45:12,20:3a:07:42:45:15,88:75:56:8f:3d:d0
Samsung,,,
Samsung,,,
LG,-95,,
LG,-63,,
Oneplus,,,
Oneplus,,,
Nexus,,-95,-95
Nexus,,-65,-67
"注释:-1表示无法判断;-95的值是对空值的标准化;每9行为一组数据,同一组内去除了相差不大于10的值,去除了信号一直微弱(-75为标准)的值"
