['time'],['wifi_change']
1453855915238,-1
1453855916238,-1
1453855975598,-76,-75,-86,-72,-74,-87,-66,-89,-87,-86,-88,-85,-68,-91,-92,-86,-88,-83,-88,-64,-76,-88,-67,-77,-68,-90,-79,-63,-87,-74,-76,-67,-90,-67,-90,-59,-61,-64,-85,-85,-85,-54,-84,-52,-83,-88,-91,-90,-86,-84,-87,-80,-56,-82,-82,-80,-84,-82,-51,-92,-54,-83,-73,-72,-77,-73,-76,-73,-73,-72,-73,-75,-73,-85,-85,-93,-84,-83,-83,-85,-90,-86,-84,-86,-85,-87,-88,,,,,,
1453855976138,-77,-75,-86,-76,-73,-87,-65,-87,-88,-88,-86,-85,-66,,-88,-88,-88,-76,-83,-64,-74,-83,-63,-77,-64,-90,-79,-63,-83,-73,-76,-63,-90,-72,-90,-71,-68,-67,-89,-87,-85,-56,-84,-52,-90,-88,-90,-89,-89,-84,-91,-80,-58,-82,-84,-82,-83,-82,-55,-89,-55,-82,-70,-68,-81,-85,-82,-68,-68,-69,-84,-75,-83,-81,-85,-76,-77,-80,-77,-78,-76,-86,-72,-76,-75,-74,-76,-85,-85,-90,-87,-92,-85
1453855976268,-77,-75,-86,-76,-73,-87,-65,-87,-88,-88,-86,-85,-66,-88,-88,-88,-76,-83,-64,-74,-83,-63,-77,-64,-90,-79,-63,-83,-73,-76,-63,-90,-72,-90,-71,-68,-67,-89,-87,-85,-56,-84,-52,-90,-88,-90,-89,-89,-84,-91,-80,-58,-82,-84,-82,-83,-82,-55,-89,-55,-82,-70,-68,-81,-85,-82,-68,-68,-69,-84,-75,-83,-81,-85,-76,-77,-80,-77,-78,-76,-86,-72,-76,-75,-74,-76,-85,-85,-90,-87,-92,-85
1453855977338,-81,-75,,-76,-77,-87,-73,-87,-89,-86,-85,-87,-71,-88,-88,,-82,-83,-73,-74,-83,-71,-79,-74,-90,-80,-72,-83,-76,-77,-71,,-70,-93,-68,-68,-70,-89,-87,,-61,-84,-65,-90,-88,-90,-89,-89,-84,-91,,-58,-84,-84,-85,-83,-88,-63,-89,-64,-85,-70,-68,-86,-84,-82,-69,-68,-70,-85,-83,-84,-81,-76,-73,-73,-73,-73,-88,-87,,-72,-76,-86,-86,-87,-85,-77,-90,-87,-92,-74
1453856138618,-1
1453856139848,-1
1453856147388,-1
1453856153398,-1
1453856310948,-1
1453856312978,-1
1453856350358,-1
1453856356128,-1
1453856366488,-1
1453856368368,-1
1453856401228,-1
1453856402238,-1
1453856435718,-1
1453856436348,-1
1453856438058,-1
1453856438998,-1
1453856444608,-1
1453856445228,-1
1453856452628,-1
1453856459238,-1
1453856506948,-1
1453856508248,-1
1453856613918,-1
1453856616388,-1
1453856715088,-1
1453856720238,-1
1453856749968,-1
1453856753928,-1
注释:-1表示无法判断;每两行为一组数据
