['time'],['wifi_change']
1
1454507658512
1454507665342
2
1454507681432
1454507681972
3
1454507683992
1454507690532
4
1454507779752
1454507780562
5
1454507886772
1454507888432
6
1454508039962
1454508041442
7
1454508045502
1454508066042
8
1454508117002
1454508117842
9
1454508130882
1454508131852
10
1454508142522
1454508143072
11
1454508179412
1454508185602
12
1454508191972
1454508194662
13
1454508233482
1454508235172
14
1454508270782
1454508271612
15
1454508330762
1454508335932
16
1454508357222
1454508357762
17
1454508390552,-82
1454508391992,-70
18
1454508598612
1454508600262
19
1454508702732
1454508704412
20
1454508734542
1454508736272
21
1454508808142,-69,-83,-83,-84,-89
1454508809582,-82,-70,-70,-70,-69
22
1454508872792
1454508874992
23
1454508878462
1454508879472
24
1454508957952
1454508959452
25
1454509045922,-95
1454509047682,-60
26
1454509161392
1454509167512
27
1454509183402
1454509186552
28
1454509203832
1454509207062
29
1454509246052
1454509248712
30
1454509269272
1454509269972
31
1454509286132
1454509301352
32
1454509313182
1454509314632
33
1454509383042
1454509385302
34
1454509477882
1454509481312
35
1454509597702
1454509598442
36
1454509604442
1454509605322
37
1454509609192
1454509612342
38
1454509762972,-69,-69,-70,-74,-74,-75,-75,-95
1454509764932,-52,-52,-51,-60,-63,-60,-61,-61
39
1454509771792,-70
1454509773812,-48
40
1454509783462,-53
1454509785952,-64
41
1454509788792
1454509792832
42
1454509811892
1454509813702
"注释:-1表示无法判断;-95的值是对空值的标准化;每两行为一组数据,同一组内去除了相差不大于10的值,去除了信号一直微弱(-75为标准)的值,并对剩下的值排序"
