['time'],['wifi_change']
1,-1
1453855911586,-1
1453855916124,-1
2,24:01:c7:08:b3:f0,cc:d5:39:e9:5c:a4,cc:d5:39:e9:5c:a0
1453855912195,-95,-95,-95
1453855916783,-68,-69,-69
3,24:01:c7:08:b3:f0,cc:d5:39:e9:5c:a4,cc:d5:39:e9:5c:a0
1453855912815,-95,-95,-95
1453855917775,-68,-69,-69
4,24:01:c7:33:7f:ac,cc:d5:39:e9:5c:a0,24:01:c7:ca:81:01
1453855989158,-73,-74,-95
1453855993724,-85,-95,-66
5,-1
1453856147818,-1
1453856154714,-1
6,-1
1453856231013,-1
1453856235720,-1
7,-1
1453856308193,-1
1453856313650,-1
8,-1
1453856314093,-1
1453856318603,-1
9,-1
1453856348547,-1
1453856353348,-1
10,-1
1453856350813,-1
1453856357851,-1
11,-1
1453856451800,-1
1453856459895,-1
12,-1
1453856481925,-1
1453856486480,-1
13,-1
1453856748759,-1
1453856754134,-1
14,-1
1453856750704,-1
1453856755207,-1
15,-1
1453856753046,-1
1453856757719,-1
"注释:-1表示无法判断;-95的值是对空值的标准化;每两行为一组数据,同一组内去除了相差不大于10的值,去除了信号一直微弱(-75为标准)的值,并对剩下的值排序.时间前后延长两秒"
