TimeStamp,88:75:56:8f:3d:d0,20:3a:07:f9:39:c1,88:75:56:8f:3d:d5,20:3a:07:f9:39:c2,20:3a:07:f9:39:c4,20:3a:07:f9:39:c0,20:3a:07:42:45:11,88:75:56:8f:3d:d4,20:3a:07:42:45:10,88:75:56:8f:3d:d2,88:75:56:8f:3d:d1,20:3a:07:f9:39:c5,20:3a:07:42:45:14,20:3a:07:42:45:12,20:3a:07:42:45:15,20:3a:07:42:45:1b,20:3a:07:42:45:1f,20:3a:07:42:45:1d,20:3a:07:42:45:1a,20:3a:07:42:45:1c,20:3a:07:42:45:1e,0c:d9:96:ca:15:42,0c:d9:96:ca:15:45,0c:d9:96:ca:15:41,0c:d9:96:ca:15:44,0c:d9:96:ca:15:40,34:a8:4e:cc:26:f4,34:a8:4e:cc:26:f2,34:a8:4e:cc:26:f5,34:a8:4e:cc:26:f1,34:a8:4e:cc:26:f0,88:75:56:8f:3d:dd,88:75:56:8f:3d:de,c0:62:6b:86:c4:30,c0:62:6b:86:c4:32,c0:62:6b:86:c4:35,c0:62:6b:86:c4:34,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e2,c0:62:6b:86:c4:31,f0:25:72:a2:eb:e1,88:75:56:6b:6a:55,c0:62:6b:86:c4:3c,34:a8:4e:cc:26:fa,34:a8:4e:cc:26:fc,c0:62:6b:86:c4:3a,34:a8:4e:cc:26:fe,c0:62:6b:86:c4:3e,88:75:56:6b:6a:54,88:75:56:6b:6a:50,34:a8:4e:cc:26:fd,c0:62:6b:86:c4:3d,88:75:56:6b:6a:52,c0:62:6b:86:c4:3b,34:a8:4e:cc:26:fb,34:a8:4e:cc:26:ff,a0:cf:5b:44:84:50,c0:62:6b:86:c4:3f,a0:cf:5b:44:84:55,88:75:56:6b:6a:5b,88:75:56:6b:6a:5d,88:75:56:6b:6a:5f,88:75:56:6b:6a:51,f0:25:72:a2:eb:e5,88:75:56:6b:6a:5a,88:75:56:6b:6a:5c,88:75:56:6b:6a:5e,a0:cf:5b:44:84:51,a0:cf:5b:44:84:52,a0:cf:5b:44:84:54,64:d8:14:32:64:d4,64:d8:14:32:64:d0,64:d8:14:32:64:d5,64:d8:14:c0:60:05,88:75:56:8f:3d:df,88:75:56:8f:3d:db,a0:cf:5b:44:84:5b,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5a,a0:cf:5b:44:84:5c,a0:cf:5b:44:84:5e,a0:cf:5b:44:84:5f,34:a8:4e:ab:ce:a4,34:a8:4e:ab:ce:a2,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:d4,e0:d1:73:5b:cd:d1,e0:d1:73:5b:cd:d5,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:df,e0:d1:73:5b:cd:dc,e0:d1:73:5b:cd:da,e0:d1:73:5b:cd:de,e0:d1:73:5b:cd:db,7c:95:f3:17:0f:4f,64:d8:14:60:de:42,7c:95:f3:17:0f:40,7c:95:f3:17:0f:45,7c:95:f3:17:0f:4e,64:d8:14:60:de:45,64:d8:14:60:de:41,7c:95:f3:17:0f:41,7c:95:f3:17:0f:42,64:d8:14:60:de:40,64:d8:14:60:de:44,7c:95:f3:17:0f:44,7c:95:f3:17:0f:4d,7c:95:f3:17:0f:4a,7c:95:f3:17:0f:4c,7c:95:f3:17:0f:4b,64:d8:14:60:de:4b,64:d8:14:60:de:4f,64:d8:14:60:de:4d,64:d8:14:60:de:4a,64:d8:14:60:de:4c,64:d8:14:60:de:4e,64:d8:14:ad:ad:04,64:d8:14:c0:60:00,64:d8:14:ad:ad:00,34:a8:4e:ab:ce:a0,34:a8:4e:ab:ce:a5,64:d8:14:ad:ad:02,64:d8:14:32:64:d2,64:d8:14:ad:ad:05,34:a8:4e:ab:ce:a1,64:d8:14:32:64:d1,64:d8:14:c0:60:01,34:a8:4e:ab:ce:aa,64:d8:14:ad:ad:01,34:a8:4e:ab:ce:af,34:a8:4e:ab:ce:ac,64:d8:14:c0:60:0e,64:d8:14:c0:60:0c,34:a8:4e:ab:ce:ad,64:d8:14:c0:60:04,64:d8:14:c0:60:02,34:a8:4e:ab:ce:ae,64:d8:14:c0:60:0b,64:d8:14:c0:60:0d,64:d8:14:c0:60:0f,64:d8:14:c0:60:0a,34:a8:4e:ab:ce:ab,88:75:56:8f:3d:da
1454509228239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-90,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509229131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-90,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509230005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509230882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509231754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509232626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509233513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509234393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509235279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509236167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509237095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509237962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509238833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509239716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509337080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509337999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-87,,-88,-88,-87,-87,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509338882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-87,,-87,,-88,-88,-87,-86,,,-85,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509339768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-87,,-84,,-88,-89,-83,-86,,,-85,-88,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509340665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-87,-86,-84,,-88,-89,-83,-88,,-89,-89,-88,,-88,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509341573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-87,-86,-87,,-88,-89,-83,-88,,-89,-89,-88,,-88,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509342464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,-87,,-88,-89,-87,-86,,-89,-89,-88,,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509343351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-85,-86,,-88,-89,-87,-86,-90,-89,-84,,-88,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509344265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-88,-85,-86,-86,-88,-88,-87,-86,-90,-89,-84,-86,-88,-86,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509345169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-88,-85,-86,-86,-88,-88,-87,-84,-90,,-85,-87,-88,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509346054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-88,-82,-84,-86,-89,-88,-87,-84,-90,,-85,-87,-85,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509346944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-87,-82,-84,-86,-89,-88,-87,-82,-90,,-85,-88,-85,-86,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509347836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-87,-82,-81,-86,-89,-88,-87,-82,-87,,-85,-88,-86,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509348732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-87,-78,-81,-86,-89,-88,-78,-77,-87,,-85,-86,-86,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509349630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-87,-81,-82,-86,-84,-88,-78,-77,-87,-84,-81,-86,-86,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509350533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-87,-81,-82,-84,-84,-83,-84,-77,-87,-84,-81,-86,-86,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509351448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-84,-81,-82,-84,-84,-83,-84,-85,-84,-86,-85,-86,-86,-85,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509352373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-82,-81,-82,-84,-84,-83,-84,-83,-84,-86,-85,-88,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509353267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-82,-84,-84,-84,-83,-83,-84,-83,-84,-86,-85,-88,-87,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509354164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-82,-84,-84,-84,-83,-86,-85,-85,-84,-86,-85,-88,-87,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509355046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-82,-87,-84,,-89,-86,-85,-85,-87,-86,-87,-88,-87,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509355951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-87,-84,,-89,-88,-87,-85,-87,,-87,-88,-87,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509356856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-88,-84,,-89,-88,-87,-88,-85,-86,-87,,-87,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509357741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-88,-85,-88,-87,-88,-87,-88,-85,-86,-87,,,-87,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509358638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-86,-88,-85,-88,-87,-88,-87,-86,-86,-86,-86,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509359538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-86,-88,-86,-88,-88,-88,-87,-86,-86,-86,-86,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509360469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-86,-88,-87,-88,-87,,,-86,-86,-86,-86,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509361357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-88,,-87,-88,-87,,-87,-86,-86,-86,-86,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509362258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-88,-88,-85,,-88,,-87,-86,-86,-86,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509363147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-88,-85,,-88,-87,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509364033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-88,-85,,-88,-87,-88,,-87,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509364926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-88,-85,,-88,-85,-88,,-87,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509365805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-87,-85,,-87,-85,-88,,-88,-89,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509366717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-87,,,-87,-88,-88,,-88,-89,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509367616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-87,,,-87,-88,-88,,-88,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509368532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-87,,,-87,-88,-88,,-88,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509369422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-87,,,-87,-88,-88,,-88,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509370297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,-88,-88,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509371176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509372071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509372970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509373855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509374734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509375633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509376521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509377396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509378318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509379184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509380051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509380917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509381794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509382683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509383590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509384469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509385348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509386215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509432159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
