['time'],['wifi_change']
1
1454962721767,-86
1454962725997,-74
2
1454962737317,-95,-95,-95
1454962740907,-59,-68,-74
3
1454962780747,-67,-73
1454962783597,-95,-95
4
1454962791497,-61,-71,-74,-78
1454962793687,-95,-95,-95,-67
5
1454962832107,-62,-95,-95
1454962834447,-73,-56,-70
6
1454962876257,-74,-95,-95,-95
1454962878007,-95,-68,-71,-72
7
1454962939627,-51,-55,-67,-69,-70,-71,-95,-95,-95,-95,-95,-95,-95
1454962940237,-63,-70,-84,-83,-81,-84,-56,-60,-66,-67,-71,-71,-71
8
1454962959237,-69,-81
1454962963517,-95,-70
9
1454962964127,-64,-64,-65,-65,-69,-72,-72,-72,-73,-74,-76,-76,-76,-77,-77,-78,-78,-78,-79,-80,-81,-81,-81,-82,-84,-85,-86,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
1454962970267,-42,-46,-47,-48,-52,-45,-46,-57,-49,-57,-46,-52,-61,-64,-65,-57,-59,-60,-66,-62,-58,-61,-68,-55,-61,-67,-62,-72,-46,-48,-52,-53,-53,-54,-56,-59,-62,-62,-63,-63,-64,-65,-66,-67,-68,-68,-68,-69,-70,-70,-70,-70,-71,-71,-71,-71,-72,-73,-73
10
1454963016087,-67,-67
1454963018357,-95,-95
11
1454963027897,-69,-70,-71,-71
1454963028667,-58,-58,-95,-95
12
1454963077277,-64,-66,-68,-68,-68,-69,-69,-71,-74,-74,-95,-95,-95,-95
1454963082307,-95,-95,-79,-79,-81,-95,-95,-95,-95,-95,-64,-67,-71,-74
13
1454963084757,-61,-64,-71,-95,-95,-95
1454963085437,-49,-95,-95,-48,-65,-67
14
1454963113047,-95,-95,-95
1454963113557,-59,-72,-73
15
1454963123437,-58
1454963124097,-95
16
1454963156097,-69
1454963158067,-95
17
1454963166117
1454963166937
18
1454963167137,-50,-58,-63
1454963168037,-95,-95,-95
19
1454963180957
1454963181547
20
1454963191367,-40,-42,-47,-57,-62,-64,-65,-73,-73
1454963192967,-56,-56,-65,-95,-78,-79,-77,-88,-95
21
1454963202137,-58,-63,-64,-95,-95,-95
1454963203727,-95,-95,-95,-57,-64,-65
22
1454963247137
1454963250627
23
1454963267597
1454963268327
24
1454963268537,-70
1454963269607,-51
25
1454963294917,-48,-64,-95,-95,-95,-95,-95,-95,-95,-95,-95
1454963297747,-95,-95,-59,-63,-67,-68,-70,-71,-71,-72,-74
26
1454963301217,-54,-64,-64,-67,-68,-68,-70,-70,-71
1454963304997,-95,-95,-95,-82,-82,-83,-84,-95,-95
27
1454963314357,-71,-71,-74,-95,-95,-95,-95
1454963316427,-95,-95,-85,-36,-59,-62,-74
28
1454963321637,-60,-63,-65,-65,-65,-67,-69,-69,-69,-70
1454963323877,-73,-78,-78,-80,-84,-83,-81,-83,-95,-82
29
1454963377497,-64,-65,-85
1454963379417,-95,-95,-74
30
1454963399887,-53,-54,-54,-62,-66,-66,-68,-70,-83,-83
1454963400447,-95,-95,-95,-95,-95,-95,-95,-95,-71,-72
31
1454963412617,-59,-62,-62,-67,-69,-72,-74
1454963415517,-95,-51,-95,-95,-95,-95,-95
32
1454963436347,-68,-73,-83,-95
1454963440927,-57,-95,-70,-73
33
1454963445217,-79,-95
1454963446207,-67,-69
34
1454963458027,-57,-59,-59,-69,-72,-72
1454963460417,-95,-95,-95,-95,-95,-95
35
1454963482187,-49,-51,-52,-55,-59,-59,-62,-64,-67,-71,-71,-72,-72,-74,-74,-76,-76,-77,-83,-95,-95,-95
1454963501997,-95,-62,-95,-95,-70,-70,-74,-51,-95,-58,-95,-84,-95,-59,-95,-65,-65,-63,-72,-54,-61,-72
36
1454963532387,-51
1454963534167,-95
37
1454963535907,-95,-95
1454963537467,-59,-66
38
1454963586357
1454963586897
39
1454963628687,-83
1454963630997,-68
40
1454963676927
1454963677867
41
1454963677867,-48,-64
1454963680427,-95,-95
42
1454963680787,-38,-43,-49,-56,-62,-62,-63,-64,-64,-66,-68,-70,-72,-73,-79,-79,-80,-81,-81,-81,-82,-82,-83,-84,-85,-85,-85,-85,-86,-86,-87,-87,-88,-88,-95
1454963692667,-95,-95,-65,-95,-51,-95,-74,-52,-95,-95,-57,-56,-54,-95,-68,-68,-65,-65,-69,-70,-70,-71,-69,-68,-67,-70,-73,-73,-73,-74,-74,-74,-73,-74,-50
43
1454963697547,-69,-69,-95,-95,-95,-95
1454963699117,-95,-95,-61,-64,-70,-72
44
1454963741457,-43,-44,-45,-48,-67,-71,-95,-95
1454963743007,-59,-58,-58,-61,-79,-86,-49,-58
45
1454963760727,-59,-68,-70,-74
1454963762607,-95,-95,-95,-95
46
1454963773017,-83,-95,-95,-95,-95
1454963778287,-69,-62,-65,-67,-70
47
1454963867167,-66,-73,-74,-76,-76,-78,-80,-80,-95,-95
1454963870107,-95,-88,-95,-59,-60,-60,-68,-69,-70,-71
48
1454963879517,-54,-70
1454963880497,-41,-55
49
1454963907347,-55,-55,-55,-56,-56,-68,-69,-95
1454963908807,-44,-44,-44,-95,-95,-95,-95,-65
50
1454963913457,-43,-47,-50,-56,-70,-95,-95,-95,-95,-95
1454963916387,-32,-95,-95,-95,-95,-33,-50,-60,-70,-72
51
1454963958807,-76
1454963959467,-64
52
1454963962067,-61,-65,-95
1454963963147,-77,-76,-55
53
1454963987947,-95,-95,-95
1454963990887,-55,-66,-67
54
1454963991087,-55,-56,-66,-95,-95
1454963994457,-95,-95,-95,-66,-73
55
1454963994687,-73,-73,-95,-95,-95
1454964004367,-95,-95,-49,-50,-64
56
1454964006397,-55,-67,-71,-72,-73,-73,-87,-95,-95,-95,-95,-95,-95,-95,-95
1454964013277,-95,-95,-95,-95,-95,-95,-69,-57,-57,-70,-70,-70,-72,-72,-74
57
1454964027387,-95,-95
1454964028657,-70,-73
58
1454964030257,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
1454964031217,-49,-49,-55,-64,-66,-66,-72,-73,-74,-74
59
1454964031357,-79,-95,-95,-95,-95
1454964031977,-68,-51,-69,-71,-74
60
1454964033387
1454964034257
61
1454964034397,-85
1454964034957,-74
62
1454964042417,-66,-68,-78,-95,-95,-95
1454964044347,-95,-95,-59,-61,-68,-68
63
1454964049977,-95
1454964050827,-69
64
1454964052977,-28,-57,-58,-59,-67,-70,-73,-95,-95,-95,-95
1454964053857,-95,-95,-95,-95,-95,-59,-95,-61,-64,-65,-66
65
1454964056737,-26,-31,-31,-59,-61,-64,-64,-65,-70,-70,-72,-73,-95,-95,-95,-95
1454964058587,-44,-43,-43,-86,-95,-76,-95,-95,-95,-95,-84,-84,-41,-64,-74,-74
66
1454964059647,-42,-43,-68,-74,-74,-77,-80,-80,-81,-81,-81,-82,-82,-83,-84,-85,-85,-85,-91,-91,-95,-95,-95
1454964065037,-29,-95,-95,-95,-95,-61,-65,-68,-64,-65,-66,-66,-67,-70,-73,-73,-73,-74,-72,-72,-70,-72,-73
67
1454964069057,-29
1454964070987,-95
68
1454964075577,-63,-74,-79,-95,-95,-95,-95
1454964078337,-95,-60,-64,-38,-58,-66,-74
69
1454964083117,-58,-59,-62,-62,-63,-63,-68,-70,-72
1454964084327,-95,-95,-95,-95,-95,-95,-81,-95,-95
70
1454964084447,-63
1454964085037,-95
71
1454964085117,-41,-58,-63,-69,-72,-74,-74,-74,-76,-95,-95,-95,-95,-95,-95,-95,-95
1454964087347,-95,-95,-95,-95,-95,-58,-59,-95,-60,-57,-58,-59,-64,-66,-67,-68,-73
72
1454964090507,-59,-66,-73,-95,-95,-95,-95,-95,-95
1454964092717,-95,-95,-95,-56,-58,-62,-63,-73,-73
73
1454964102247,-68,-69,-71,-71,-77,-77,-78,-79,-82,-87,-87,-87
1454964104217,-95,-95,-95,-95,-65,-66,-61,-59,-68,-67,-67,-71
74
1454964110857,-51
1454964111637,-66
75
1454964121537,-73
1454964122507,-95
76
1454964127707,-56,-62
1454964130937,-95,-51
77
1454964131807,-95
1454964134127,-64
78
1454964144327,-55,-68,-69,-69,-72,-73,-80,-83,-85,-86,-95,-95,-95,-95,-95
1454964147117,-42,-56,-57,-58,-95,-62,-68,-71,-72,-73,-55,-71,-71,-71,-73
79
1454964150737,-82,-83
1454964152177,-69,-69
80
1454964156347,-61,-69
1454964156917,-83,-81
81
1454964157187,-58,-59,-60,-61,-62,-64,-66,-68,-68,-69,-73,-74
1454964164567,-71,-73,-74,-74,-73,-75,-78,-79,-81,-95,-87,-86
82
1454964164727
1454964166207
83
1454964172537,-65,-70,-73,-84,-86,-95,-95,-95,-95,-95,-95
1454964174687,-48,-95,-55,-66,-71,-48,-55,-56,-57,-60,-72
84
1454964201867,-31,-32,-32,-35,-39,-39,-40,-41,-59,-61,-62,-65,-66,-66,-68,-69,-70,-70,-70,-71,-72,-72,-74,-74
1454964207627,-46,-43,-43,-95,-50,-50,-51,-95,-95,-95,-95,-95,-95,-95,-95,-54,-54,-54,-95,-60,-59,-60,-61,-95
85
1454964211957,-58,-95,-95
1454964212497,-47,-63,-67
86
1454964240927,-52,-54,-54,-55,-56,-56,-56,-56,-56,-57,-59,-59,-59,-60,-60,-60,-60,-60,-61,-64,-65,-68,-68,-71,-71,-72,-73,-74,-95,-95,-95
1454964247047,-78,-71,-82,-67,-71,-71,-71,-85,-85,-72,-73,-77,-77,-72,-78,-81,-83,-83,-74,-76,-76,-79,-80,-83,-85,-85,-86,-95,-67,-71,-73
87
1454964254557,-55,-71,-74,-78,-81,-84,-88,-95,-95,-95,-95,-95
1454964256917,-70,-83,-62,-67,-68,-73,-73,-62,-67,-69,-70,-70
88
1454964257157
1454964258457
89
1454964293097,-55,-61,-65,-66,-68,-69,-70,-70,-71,-71,-71,-71,-74,-78,-90,-95,-95
1454964293767,-95,-95,-76,-95,-52,-52,-95,-95,-51,-95,-95,-95,-95,-67,-71,-71,-72
90
1454964304787,-65,-66,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
1454964306087,-95,-95,-95,-64,-65,-67,-67,-68,-68,-69,-70,-71,-72,-74
91
1454964312417,-49,-56,-63,-63,-65,-65,-72,-73,-74,-95,-95,-95
1454964314747,-95,-95,-95,-95,-95,-95,-95,-95,-95,-52,-69,-73
92
1454964319227,-44,-47,-47,-68,-70,-95
1454964320557,-61,-59,-61,-95,-95,-74
93
1454964323907,-62,-69,-71
1454964325357,-73,-95,-95
94
1454964432007,-55,-59,-71,-71,-72,-74,-78,-78,-79,-79,-79,-79,-80,-81,-83,-84,-85,-85,-85,-86,-86,-87,-87,-95,-95
1454964439857,-68,-95,-56,-57,-57,-62,-57,-67,-58,-62,-63,-64,-61,-65,-69,-67,-63,-64,-68,-65,-69,-69,-69,-74,-74
95
1454964440227,-61,-63,-67
1454964440767,-73,-95,-95
96
1454964451827,-48,-48,-48,-51,-53,-62,-62,-64,-64,-64,-64,-65,-65,-65,-65,-65,-66,-67,-67,-67,-69,-70,-72,-73,-74
1454964457697,-63,-63,-63,-95,-95,-95,-95,-82,-84,-85,-85,-95,-95,-95,-95,-95,-79,-81,-82,-84,-95,-95,-95,-95,-89
97
1454964480647,-64,-68,-70,-74,-95,-95,-95,-95,-95,-95
1454964482657,-95,-95,-95,-95,-45,-59,-60,-65,-66,-69
98
1454964485837,-46,-59,-60,-65,-66,-66,-69,-95,-95,-95,-95,-95,-95,-95
1454964486357,-34,-95,-95,-95,-78,-95,-95,-34,-59,-59,-70,-71,-71,-73
99
1454964486667,-32,-32,-62,-68,-95,-95,-95
1454964488427,-43,-43,-76,-79,-60,-60,-74
100
1454964490437,-34,-95,-95
1454964493217,-46,-44,-58
101
1454964494227
1454964494737
102
1454964508177,-44,-61,-65,-74
1454964510377,-95,-95,-95,-95
103
1454964533937,-95
1454964534727,-58
104
1454964551677,-95
1454964552477,-70
105
1454964552767,-59,-95
1454964554447,-95,-62
106
1454964595957,-68,-70,-95,-95
1454964596547,-84,-81,-53,-74
107
1454964612937,-52,-63,-64,-68,-70,-78,-84,-85,-95
1454964614247,-64,-50,-50,-81,-95,-67,-71,-71,-58
108
1454964615617,-40,-40,-43,-44,-50,-51,-57,-58,-64,-65,-65,-65,-65,-65,-66,-66,-67,-70,-71,-71,-88
1454964620147,-57,-61,-66,-95,-95,-72,-75,-95,-81,-76,-78,-78,-81,-95,-78,-80,-95,-95,-95,-95,-74
109
1454964720427,-60,-79,-79,-79,-95,-95,-95,-95,-95
1454964726557,-95,-65,-68,-68,-58,-60,-68,-69,-70
110
1454964850067,-68,-95,-95,-95,-95,-95,-95,-95,-95,-95
