TimeStamp,e0:d1:73:a1:20:e0,cc:d5:39:24:a7:70,e0:d1:73:a1:20:e2,e0:d1:73:95:71:42,e0:d1:73:a1:20:e4,54:78:1a:24:67:c1,e0:d1:73:a1:20:ee,e0:d1:73:a1:20:eb,e0:d1:73:95:71:44,cc:d5:39:24:a7:75,e0:d1:73:95:71:40,cc:d5:39:9a:e4:81,84:78:ac:dc:d4:a5,e0:d1:73:a1:20:ed,54:78:1a:24:67:c0,54:78:1a:24:67:c5,cc:d5:39:24:a7:74,84:78:ac:dc:d4:a0,84:78:ac:dc:d4:a4,cc:d5:39:24:a7:72,e0:d1:73:a1:20:e5,54:78:1a:24:67:c4,84:78:ac:dc:d4:a1,e0:d1:73:95:71:45,54:78:1a:24:67:c2,e0:d1:73:a1:20:e1,cc:d5:39:24:a7:71,cc:d5:39:9a:e4:80,e0:d1:73:95:71:41,84:78:ac:dc:d4:a2,e0:d1:73:0f:2f:72,e0:d1:73:0f:2f:74,e0:d1:73:0f:2f:70,e0:d1:73:0f:2f:71,cc:d5:39:9a:e4:85,e0:d1:73:a1:20:ef,e0:d1:73:a1:20:ec,e0:d1:73:a1:20:ea,34:a8:4e:29:3d:90,84:78:ac:dc:d4:aa,cc:d5:39:9a:e4:84,cc:d5:39:9a:e4:82,e0:d1:73:d8:74:91,e0:d1:73:d8:74:90,e0:d1:73:d8:74:95,e0:d1:73:d8:74:94,20:3a:07:aa:41:34,20:3a:07:aa:41:35,20:3a:07:aa:41:30,20:3a:07:aa:41:31,e0:d1:73:d8:74:92,cc:d5:39:6a:49:e4,cc:d5:39:6a:49:e0,20:3a:07:aa:41:32,cc:d5:39:6a:49:e2,20:3a:07:aa:41:3e,20:3a:07:aa:41:3f,20:3a:07:aa:41:3b,20:3a:07:aa:41:3d,20:3a:07:aa:41:3c,cc:d5:39:6a:49:e5,20:3a:07:aa:41:3a,e0:d1:73:d8:74:9c,e0:d1:73:de:ac:11,e0:d1:73:de:ac:10,e0:d1:73:de:ac:14,e0:d1:73:de:ac:12,e0:d1:73:d8:74:9a,e0:d1:73:d8:74:9f,e0:d1:73:d8:74:9d,e0:d1:73:d8:74:9b,e0:d1:73:d8:74:9e,e0:d1:73:0f:2f:75,e0:d1:73:de:ac:15,e0:d1:73:bd:c9:a1,e0:d1:73:bd:c9:a5,e0:d1:73:bd:c9:a2,e0:d1:73:bd:c9:a0,e0:d1:73:bd:c9:a4,e0:d1:73:bd:c9:ac,e0:d1:73:bd:c9:ad,e0:d1:73:bd:c9:ab,e0:d1:73:bd:c9:af,e0:d1:73:bd:c9:aa,e0:d1:73:bd:c9:ae,20:3a:07:cd:9c:72,34:a8:4e:29:3d:91,34:a8:4e:29:3d:92,34:a8:4e:29:3d:95,20:3a:07:cd:9c:71,34:a8:4e:29:3d:94,cc:d5:39:51:6c:e4,cc:d5:39:51:6c:e5,cc:d5:39:51:6c:e1,cc:d5:39:7f:3c:45,cc:d5:39:7f:3c:44
1454082663416,,,,-64,,,,,-62,,-64,,,,,,,,,,,,,-62,,,,,-64,,-60,-61,-60,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,-59,-87,-59,-55,-58,-57,-60,-66,-62,-62,-62,-65,-67,,,,,,,,,,,
1454082664306,,,,-59,,,,,-60,,-59,,,,,,,,,,,,,-62,,,,,-64,,-61,-61,-61,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,-62,-87,-59,-55,-60,-57,-59,-62,-62,-62,-62,-61,-67,,,,,,,,,,,
1454082665204,,,,-56,,,,,-60,,-56,,,,,,,,,,,,,-62,,,,,-56,,-61,-62,-61,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,-62,-87,-59,-59,-60,-57,-59,-62,-64,-65,-64,-61,-67,,,,,,,,,,,
1454082666126,,,,-57,,,,,-57,,-57,,,,,,,,,,,,,-62,,,,,-56,,-63,-62,-63,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-86,,,,,,,,-63,-87,-59,-59,-58,-57,-58,-62,-68,-65,-69,-61,-67,,,,,,,,,,,
1454082667056,,,,-58,,,,,-57,,-57,,,,,,,,,,,,,,,,,,-58,,-59,-59,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-86,,,,,,,,-59,-87,-57,-59,-58,-57,-58,-62,-65,-65,-66,-66,,,,,,,,,,,,
1454082667960,,,,-58,,,,,-60,,-59,,,,,,,,,,,,,-59,,,,,-58,,-58,-59,-59,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,-59,,-57,-58,-58,-57,-57,-69,-70,-65,-70,-66,-72,,,,,,,,,,,
1454082668870,,,,-59,,,,,-60,,-59,,,,,,,,,,,,,-59,,,,,-60,,-59,-60,-60,-59,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,-86,-86,-85,,,,,,,-59,-85,-62,-63,-58,-57,-57,-69,-70,-70,-70,-66,-72,,,,,,,,,,,
1454082669784,,,,-58,,,,,-60,,-58,,,,,,,,,,,,,-59,,,,,-63,,-59,-61,-59,-59,,,,,,,,,,,,,,-88,,-88,,,,,,,,,,,,,,-86,-86,-85,,,,,,,-59,-85,-59,-63,-59,-57,-57,-69,-74,-72,-74,-75,-72,,,,,,,,,,,
1454082670689,,,,-57,,,,,-57,,-58,,,,,,,,,,,,,-59,,,,,-63,,-58,-61,-58,-58,,,,,,,,,,,,,,-88,,-88,,,,,,,,,,,,,,,-86,-85,,,,,,,-61,-85,-59,-63,-62,-64,-63,-77,-73,-72,-73,-72,-73,,,,,,,,,,,
1454082671621,,,,-58,,,,,-57,,-58,,,,,,,,,,,,,-58,,,,,-63,,-58,-61,-58,-58,,,,,,,,,,,,,,-87,-88,-88,,,,,,,,,,,,,,,-86,-85,,,,,,,-61,-85,-59,-63,-62,-62,-63,-77,-72,-72,-72,-72,-73,,,,,,,,,,,
1454082672520,,,,-59,,,,,-57,,-59,,,,,,,,,,,,,-62,,,,,-59,,-63,-65,-64,-58,,,,,,,,,,,,,,-87,-88,-88,,,,,,,,,,,,,,,-87,-87,,,,,,,-61,-85,-59,-62,-62,-62,-63,-77,-68,-71,-68,-72,-73,,,,,,,,,,,
1454082673419,,,,-58,,,,,-58,,-59,,,,,,,,,,,,,-62,,,,,-59,,-59,-65,-59,-58,,,,,,,,,,,,,,-87,-88,-89,,,,,,,,,,,,,,,-87,-87,,,,,,,-59,,-66,-62,-65,-62,-63,-73,-73,-71,-73,-74,-73,,,,,,,,,,,
1454082674338,,,,-58,,,,,-58,,-58,,,,,,,,,,,,,-59,,,,,-59,,-58,-65,-58,-58,,,,,,,,,,,,,,-87,-88,-89,,,,,,,,,,,,,,,-87,-87,-86,,,,,,-59,,-66,-61,-65,-61,-61,-73,-73,-71,-73,-74,-73,,,,,,,,,,,
1454082675261,,,,-63,,,,,-58,,-63,,,,,,,,,,,,,-62,,,,,-59,,-62,-62,-62,-64,,,,,,,,,,,,,,-87,-88,-89,,,,,,,,,,,,,,,-87,-85,-86,,,,,,-59,-86,-66,-60,-65,-61,-61,-73,-71,-73,-72,-74,-71,,,,,,,,,,,
1454082676167,,,,-58,,,,,-58,,-58,,,,,,,,,,,,,-62,,,,,-58,,-66,-66,-66,-64,,,,,,,,,,,,,,-87,,-89,,,,,,,,,,,,,,,-89,-85,-86,,,,,,-59,-85,-58,-60,-65,-61,-61,-73,-73,-74,-73,-74,-71,,,,,,,,,,,
1454082677106,,,,-55,,,,,-58,,-55,,,,,,,,,,,,,-62,,,,,-55,,-61,-62,-61,-64,,,,,,,,,,,,,,-87,,-89,,,,,,,,,,,,,,,-89,-85,-86,,,,,,-59,-86,-62,-60,-65,-61,-61,-73,-66,-66,-66,-74,-71,,,,,,,,,,,
1454082678017,,,,-56,,,,,-58,,-56,,,,,,,,,,,,,-62,,,,,-55,,-63,-62,-63,-64,,,,,,,,,,,,,-87,-87,,-89,,,,-87,,,,,,,,,,-85,-89,-85,-86,,,,,,-64,-86,-62,-60,-66,-61,-65,-74,-73,-66,-74,-74,-71,,,,,,,,,,,
1454082678910,,,,-57,,,,,-58,,-57,,,,,,,,,,,,,-57,,,,,-55,,-61,-62,-61,-61,,,,,,,,,,,,,-88,-87,-86,-89,,,,-87,,,,,,,,,,-85,-89,-84,,,,,,,-64,-86,-62,-60,-66,-65,-64,-72,-73,-66,-73,-74,-73,,,,,,,,,,,
1454082679823,,,,-56,,,,,-58,,-56,,,,,,,,,,,,,-57,,,,,-57,,-63,-63,-63,-61,,,,,,,,,,,,,-88,,-86,-87,,,,-87,,,,,,,,,,-85,-89,-84,,,,,,,-64,-84,-67,,-66,-65,-64,-72,-72,-73,-72,-74,-73,,,,,,,,,,,
1454082680730,,,,-56,,,,,-57,,-56,,,,,,,,,,,,,-57,,,,,-57,,-62,-63,-62,-61,,,,,,,,,,,,,-85,,-86,-84,,,,-84,,,,,,,,,,-87,-86,-84,-86,,,,,,-63,-84,-67,,-69,-65,-70,-80,-79,-73,-79,-78,-73,,,,,,,,,,,
1454082681634,,,,-56,,,,,-57,,-56,,,,,,,,,,,,,-57,,,,,-57,,-60,-63,-60,-62,,,,,,,,,,,,,-86,-87,-86,-84,,,,-84,,,,,,,,,,-87,-86,-87,-86,,,,,,-63,-84,-67,-68,-69,-65,-70,-80,-76,-73,-76,-78,-76,,,,,,,,,,,
1454082682539,,,,-54,,,,,-57,,-55,,,,,,,,,,,,,-57,,,,,-55,,-58,-63,-63,-62,,,,,,,,,,,,,-86,-87,-86,-88,,,,-84,,,,,,,,,,-87,-82,-87,-86,,,,,,-63,-84,-72,-68,-69,-65,-70,-80,-77,-77,-77,-78,-76,,,,,,,,,,,
1454082683441,,,,-54,,,,,-55,,-55,,,,,,,,,,,,,-57,,,,,-55,,-58,-63,-63,-62,,,,,,,,,,,,,-88,-87,-86,-88,,,,-88,,,,,,,,,,-83,-82,-87,-86,,,,,,-62,-84,-72,-68,-65,-65,-66,-75,-75,-77,-75,-77,-76,,,,,,,,,,,
1454082684341,,,,-54,,,,,-55,,-54,,,,,,,,,,,,,-54,,,,,-55,,-58,,-58,-59,,,,,,,,,,,,,-88,-87,-88,-88,,,,-88,,,,,,,,,,-83,-84,-85,-85,,,,,,-62,,-72,-66,-65,-67,-66,-75,-79,-77,-78,-77,-79,,,,,,,,,,,
1454082685234,,,,-54,,,,,-55,,-54,,,,,,,,,,,,,-54,,,,,-56,,-62,-63,-61,-59,,,,,,,,,,,,,-88,-87,-88,-88,,,,-88,,,,,,,,,,-83,-84,-85,-85,,,,,,-62,-84,-69,-66,-65,-67,-66,-75,-76,-75,-76,-77,-79,,,,,,,,,,,
1454082686172,,,,-53,,,,,-55,,-53,,,,,,,,,,,,,-54,,,,,-55,,-60,-61,-60,-59,,,,,,,,,,,,,-88,,-88,-85,,,,-88,,,,,,,,,,-86,-84,-85,-85,,,,,,-61,-84,-65,-66,-65,-67,-66,-75,-77,-75,-77,-79,-79,,,,,,,,,,,
1454082687075,,,,-53,,,,,-53,,-53,,,,,,,,,,,,,-53,,,,,-55,,-58,-61,-59,-59,,,,,,,,,,,,,-87,,-88,-85,,,,-87,,,,,,,,,,-83,-84,-83,-83,,,,,,-61,-84,-65,-66,-65,-70,-69,-73,-74,-75,-74,-79,-74,,,,,,,,,,,
1454082688018,,,,-54,,,,,-53,,-54,,,,,,,,,,,,,-53,,,,,-54,,-55,-56,-55,-59,,,,,,,,,,,,,-87,-86,-88,-85,,,,-87,,,,,,,,,,-83,-85,-84,-83,,,,,,-61,-84,-65,-67,,-70,-69,-73,-71,-72,-71,-79,-74,,,,,,,,,,,
1454082688934,,,,-54,,,,,-53,,-54,,,,,,,,,,,,,-56,,,,,-54,,-60,-60,-59,-60,,,,,,,,,,,,,-87,-88,-88,-85,,,,-87,,,,,,,,,,-83,-85,-84,-83,,,,,,-61,-84,-65,-69,,-70,-69,-73,-76,-79,-76,-79,-74,,,,,,,,,,,
1454082689844,,,,-57,,,,,-53,,-54,,,,,,,,,,,,,-56,,,,,-56,,-58,-61,-58,-60,,,,,,,,,,,,,-87,-88,-88,-85,,,,-87,,,,,,,,,,-83,-85,-84,-83,,,,,,-58,-83,-65,-69,,-70,-69,-73,-76,-79,-76,-77,-74,,,,,,,,,,,
1454082690732,,,,-55,,,,,-55,,-55,,,,,,,,,,,,,-56,,,,,-56,,-57,-61,-56,-60,,,,,,,,,,,,,-86,-88,-88,,,,,-87,,,,,,,,,,-82,-82,-84,-81,,,,,,-59,-83,-65,-69,-70,-69,-70,-77,-77,-79,-77,-81,-74,,,,,,,,,,,
1454082691643,,,,-57,,,,,-55,,-57,,,,,,,,,,,,,-56,,,,,-57,,-58,-58,-58,-60,,,,,,,,,,,,,-86,-88,,,,,,,,,,,,,,,,-82,-79,-79,-79,,,,,,-59,-79,-65,-67,-70,-69,-70,-77,-75,-77,-75,-81,-74,,,,,,,,,,,
1454082692549,,,,-56,,,,,-55,,-56,,,,,,,,,,,,,-56,,,,,-57,,-58,-58,-58,-60,,,,,,,,,,,,,-86,-88,,,,,,,,,,,,,,,,-82,-79,-79,-79,,,,,,-58,-79,-68,-67,-70,-69,-70,-77,-78,-77,-78,-78,-74,,,,,,,,,,,
1454082693475,,,,-56,,,,,-56,,-56,,,,,,,,,,,,,-56,,,,,-57,,-55,-58,-55,-55,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,-79,-78,-79,-78,,,,,,-58,-79,-68,-67,-69,-71,-70,-78,-78,-77,-77,-78,-78,,,,,,,,,,,
1454082694382,,,,-56,,,,,-56,,-56,,,,,,,,,,,,,-56,,,,,-57,,-59,-58,-59,-59,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,-79,-83,-81,-81,,,,,,-58,-79,-68,-67,-69,-71,-70,-78,-80,-77,-80,-78,-80,,,,,,,,,,,
1454082695287,,,,-57,,,,,-56,,-57,,,,,,,,,,,,,-56,,,,,-57,,-56,-56,-56,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-80,-81,-80,,,,,,-58,-80,-70,-69,-69,-71,-70,-78,-83,-83,-83,-78,-80,,,,,,,,,,,
1454082696222,,,,-56,,,,,-56,,-56,,,,,,,,,,,,,-56,,-88,,,-56,,-55,-55,-55,-59,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,-79,-84,-81,-80,,,,,,-58,-83,-70,-68,-69,-71,-70,-78,-77,-77,-77,-78,-80,,,,,,,,,,,
1454082697118,,,,-61,,,,,-62,,-61,,,,,,,,,,,,,-56,,-88,,,-56,,-59,-55,-59,-59,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,-81,-80,-81,-81,,,,,,-58,-83,-70,-68,-70,-71,-70,-83,-82,-77,-82,-83,-80,,,,,,,,,,,
1454082698003,,,,-57,,,,,-62,,-57,,,,,,,,,,,,,-57,,-88,,,-56,,-57,-55,-57,-57,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,-81,-79,-81,-80,,,,,,-58,-83,-70,-67,-70,-68,-70,-83,-80,-77,-80,-83,-80,,,,,,,,,,,
1454082698891,,,,-58,-87,,,,-58,,-58,,,,,,,,,,,,,-57,,-88,,,-56,,-56,-55,-56,-57,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,-80,-79,,-80,,,,,,-56,-83,-74,-67,-73,-68,-73,-81,-79,-77,-79,-80,-80,,,,,,,,,,,
1454082699802,,,,-56,-87,,,,-58,,-57,,,,,,,,,,,,,-57,,-88,,,-56,,-62,-55,-62,-62,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,-80,-80,-81,-80,,,,,,-56,-83,-74,-70,-73,-70,-73,-81,-77,-77,-77,-80,-78,,,,,,,,,,,
1454082700724,,,,-57,-87,,,,-58,,-57,,,,,,,,,,,,,-57,,-87,,,-58,,-56,-58,-56,-62,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,-80,-79,-81,-80,,,,,,-56,-80,-73,-70,-73,-70,-73,-81,-80,-83,-80,-80,-78,,,,,,,,,,,
1454082701631,,,-87,-52,-87,,,,-53,,-52,,,,,,,,,,,,,-57,,-87,,,-53,,-56,-58,-56,-62,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,-80,-79,-81,-80,,,,,,-57,-80,-68,-70,-68,-70,-73,-81,-81,-83,-81,-81,-78,,,,,,,,,,,
1454082702540,,,-87,-47,-87,,,,-48,,-48,,,,,,,,,,,,,-48,,-87,,,-53,,-54,-58,-54,-55,,,,,,,,,,,,,-86,,-87,-89,,,,-88,,,,,,,,,,-80,-79,-80,-79,,,,,,-57,-80,-68,-70,-70,-69,-70,-81,-79,-83,-78,-81,-78,,,,,,,,,,,
1454082703450,,,-87,-50,-87,,,,-48,,-50,,,,,,,,,,,,,-49,,-87,,,-53,,-60,-59,-59,-61,,,,,,,,,,,,,-86,,-87,-89,,,,-88,,,,,,,,,,-80,-78,-79,-78,,,,,,-57,-80,-68,-69,-70,-69,-70,-81,-84,-84,-84,-81,-83,,,,,,,,,,,
1454082704357,,,-87,-53,-87,,,,-48,,-53,,,,,,,,,,,,,-49,,-87,,,-53,,-60,-61,-61,-61,,,,,,,,,,,,,-86,,-87,-89,,,,-88,,,,,,,,,,-80,-79,-79,-80,,,,,,-57,-80,-72,-69,-70,-69,-70,-81,-81,-84,-81,-81,-83,,,,,,,,,,,
1454082705338,,,-88,-58,-87,,,,-48,,-57,,,,,,,,,,,,,-49,,-86,,,-58,,-58,-58,-58,-61,,,,,,,,,,,,,-86,,-87,-89,,,,-88,,,,,,,,,,-80,-80,-79,-81,,,,,,-57,-81,-72,-69,-70,-69,-70,-81,-80,-80,-80,-81,-83,,,,,,,,,,,
1454082706249,,,-88,-53,,,,,-48,,-53,,,,,,,,,,,,,-49,,-89,,,-53,,-62,-63,-63,-61,,,,,,,,,,,,,-86,,-87,,,,,-88,,,,,,,,,,,-79,-79,-79,,,,,,,-79,-71,-69,-70,-69,-70,-81,-81,-81,-81,,-83,,,,,,,,,,,
1454082707141,,,-88,-49,,,,,-50,,-50,,,,,,,,,,,,,-49,,-89,,,-53,,-61,-63,-62,-61,,,,,,,,,,,,,-86,,,,,,,-87,,,,,,,,,,-76,-75,-79,-75,,,,,,-61,-79,-71,-69,-73,,-74,-82,-83,-81,-83,-83,-83,,,,,,,,,,,
1454082708060,,,-88,-51,,,,,-50,,-51,,,,,,,,,,-86,,,-50,,-89,,,-53,,-62,-62,-62,-62,,,,,,,,,,,,,-86,,-88,,,,,-87,,,,,,,,,,-76,-76,-75,-77,,,,,,-61,-79,-71,-69,-73,,-74,-82,-83,-81,-83,-83,-81,,,,,,,,,,,
1454082708969,,,-88,-56,,,,,-50,,-55,,,,,,,,,,-86,,,-50,,-89,,,-56,,-62,-63,-63,-62,,,,,,,,,,,,,-86,,-88,,,,,-87,,,,,,,,,,-76,-76,-75,-76,,,,,,-61,-76,-72,-69,-73,,-74,-82,-78,-78,-78,-83,-81,,,,,,,,,,,
1454082709877,,,-88,-59,-87,,,,-60,,-59,,,,,,,,,,-86,,,-50,,-89,,,-56,,-57,-63,-57,-62,,,,,,,,,,,,,-86,,-88,,,,,-87,,,,,,,,,,-77,-75,-75,-75,,,,,,-61,-76,-70,-69,-72,,-71,-83,-80,-78,-80,-81,-81,,,,,,,,,,,
1454082710793,-88,,-88,-58,-87,,,,-58,,-58,,,,,,,,,,-87,,,-58,,,,,-56,,-56,-63,-56,-58,,,,,,,,,,,,,-86,,-88,,,,,-87,,,,,,,,,,-77,-76,-76,-75,,,,,,-61,-76,-70,-68,-72,-68,-68,-83,-81,-78,-81,-81,-83,,,,,,,,,,,
1454082711708,-88,,-88,-58,-87,,,,-58,,-58,,,,,,,,,,-88,,,-62,,,,,-56,,-61,-62,-62,-58,,,,,,,,,,,,,,,-88,,,,,-87,,,,,,,,,,-77,-82,-83,-82,,,,,,,-76,-70,-69,-72,-68,-68,-83,-81,-81,-81,-81,-79,,,,,,,,,,,
1454082712638,-88,,-88,-58,-87,,,,-58,,-58,,,,-87,,,,,,-88,,,-62,,,,,-62,,-59,-59,-59,-58,,,,,,,,,,,,,,,,,,,,-87,,,,,,,,,,-77,-82,-83,-82,,,,,,,-84,-73,-69,-72,-68,-68,-83,-79,-79,-79,-81,-79,,,,,,,,,,,
1454082713555,-88,,-88,-60,-87,,,,-58,,-61,,,,-87,,,,,,-88,,,-62,,,,,-59,,-56,-60,-56,-58,,,,,,,,,,,,,,,,,,,,-87,,,,,,,,,,-77,-82,-83,-82,,,,,,-57,-83,-71,-69,-70,-68,-68,-83,-78,-77,-77,-79,-79,,,,,,,,,,,
1454082714463,-88,,,-60,,,,,-61,,-60,,,,-87,,,,,,-88,,,-62,,,,,-59,,-61,-60,-61,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-82,-83,-82,,,,,,-61,-83,-71,-69,-70,-68,-68,-77,-76,-77,-76,-76,-79,,,,,,,,,,,
1454082715410,,,,-59,,,,,-60,,-59,,,,-87,,,,,,-88,,,-62,,,,,-59,,-59,-60,-59,-58,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,-86,-82,-83,-82,,,,,,-62,-83,-71,-69,-68,,-67,-78,-77,-77,-77,-78,-79,,,,,,,,,,,
1454082716327,,,,-58,,,,,-60,,-58,,,,-87,,,,,,,,,-61,,,,,-59,,-58,-60,-58,-58,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,-86,-86,-86,-87,,,,,,-62,-83,-71,,-68,,-67,-78,-76,-77,-76,-78,-77,,,,,,,,,,,
1454082717229,,,,-56,,,,,-60,,-56,,,,,,,,,,,,,-57,,,,,-59,,-59,-60,-59,-58,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,-86,-83,-85,-87,,,,,,-62,-83,-71,-66,-68,,-67,-78,-79,-80,-79,-78,-78,,,,,,,,,,,
1454082718143,,,,-57,,,,,-58,,-57,,,,,,,,,,,,,-57,,,,,,,-58,-60,-59,-58,,,,,,,,,,,,,,,,-88,,,,-88,,,,,,,,,,-85,-83,-85,-87,,,,,,-59,-83,-66,-66,-67,,-67,-79,-78,-80,-78,-78,-78,,,,,,,,,,,
1454082719059,,,,-57,,,,,-58,,-57,,,,,,,,,,,,,-57,,,,,,,-58,-60,-58,-58,,,,,,,,,,,,,-88,,,-88,,,,-89,,,,,,,,,,-85,-83,-85,-85,,,,,,-63,-83,-66,-66,-65,-63,-64,-78,-78,-80,-78,-79,-78,,,,,,,,,,,
1454082719968,,,,-58,,,,,-58,,-59,,,,,,,,,,,,,-59,,,,,,,-61,-60,-61,-62,,,,,,,,,,,,,-88,,,-88,,,,-89,,,,,,,,,,-85,-85,-87,-85,,,,,,-63,-83,-66,-65,-65,-65,-64,-78,-74,-80,-74,-79,-75,,,,,,,,,,,
1454082720869,,,,-53,,,,,-58,,-53,,,,,,,,,,,,,-59,,,,,-54,,-63,-60,-63,-62,,,,,,,,,,,,,-88,,,-88,,,,-89,,,,,,,,,,-85,-86,-87,-85,,,,,,-63,-86,-63,-65,-65,-65,-64,-78,-77,-77,-77,-79,-75,,,,,,,,,,,
1454082721774,,,,-56,,,,,-56,,-56,,,,,,,,,,,,,-59,,,,,-54,,-58,,-58,-62,,,,,,,,,,,,,-86,,,-88,,,,-87,,,,,,,,,,-86,-86,-87,-85,,,,,,-61,-86,-63,-65,-69,-65,-69,-80,-78,-77,-78,-77,-75,,,,,,,,,,,
1454082722685,,,,-54,,,,,-56,,-54,,,,,,,,,,,,,-56,,,,,-54,,-58,,-58,-57,,,,,,,,,,,,,-89,,-86,,,,,-87,,,,,,,,,,-86,-83,-82,-83,,,,,,-61,-86,-63,-67,-69,-67,-69,-80,-75,-77,-75,-77,-76,,,,,,,,,,,
1454082723597,,,,-57,,,,,-56,,-57,,,,,,,,,,,,,-56,,,,,-58,,-59,-59,-59,-57,,,,,,,,,,,,,-89,-86,-86,-86,,,,-87,,,,,,,,,,-86,-83,-82,-83,,,,,,-61,-88,-64,-67,-69,-67,-69,-80,-73,-74,-74,-77,-76,,,,,,,,,,,
1454082724496,,,,-57,,,,,-57,,-57,,,,,,,,,,,,,-56,,,,,-59,,-58,-59,-58,-57,,,,,,,,,,,,,-89,-86,-86,-86,,,,-88,,,,,,,,,,-86,-83,-82,-83,,,,,,-58,-88,-67,-67,-66,-67,-69,-80,-77,-74,-77,-78,-76,,,,,,,,,,,
1454082725411,,,,-55,,,,,-57,,-55,,,,,,,,,,,,,-56,,,,,-59,,-59,-59,-58,-60,,,,,,,,,,,,,-89,-86,-86,-86,,,,-88,,,,,,,,,,-86,-83,-84,-86,,,,,,-58,-88,-67,-65,-66,-64,-64,-73,-76,-74,-76,-78,-77,,,,,,,,,,,
1454082726327,,,,-56,,,,,-57,,-56,,,,,,,,,,,,,-56,,,,,-56,,-60,-60,-60,-60,,,,,,,,,,,,,-89,-88,-86,-85,,,,-88,,,,,,,,,,,-85,-84,-86,,,,,,-58,-85,-66,-65,-66,-64,-64,-73,-76,-77,-76,-78,-77,,,,,,,,,,,
1454082727232,,,,-54,,,,,-57,,-55,,,,,,,,,,,,,-56,,,,,-57,,-58,-58,-58,-60,,,,,,,,,,,,,,-88,-86,-86,,,,-88,,,,,,,,,,,-85,-84,-86,,,,,,-61,-85,-68,-65,-66,-64,-64,-73,-76,-78,-76,-78,-77,,,,,,,,,,,
1454082728134,,,,-55,,,,,-56,,-55,,,,,,,,,,,,,-56,,,,,-57,,-58,-58,-58,-60,,,,,,,,,,,,,-86,-88,-86,-86,,,,-87,,,,,,,,,,-86,-85,-84,-87,,,,,,-65,-85,-68,-65,-68,-70,-68,-79,-79,-78,-79,-80,-77,,,,,,,,,,,
1454082729043,,,,-52,,,,,-56,,-52,,,,,,,,,,,,,-52,,,,,-57,,-63,-58,-58,-63,,,,,,,,,,,,,-86,-83,-84,-86,,,,-87,,,,,,,,,,-86,-85,-84,-83,,,,,,-65,-85,-68,-64,-68,-70,-68,-79,-78,-78,-79,-80,-77,,,,,,,,,,,
1454082729963,,,,-52,,,,,-56,,-52,,,,,,,,,,,,,-52,,,,,-53,,-62,-63,-62,-63,,,,,,,,,,,,,-86,-83,-84,-85,,,,-87,,,,,,,,,,-86,-85,,-83,,,,,,-61,-83,-72,-64,-68,-70,-68,-79,-79,-77,-78,-78,,,,,,,,,,,,
1454082730896,,,,-51,,,,,-54,,-51,,,,,,,,,,,,,-52,,,,,-53,,-60,-63,-60,-63,,,,,,,,,,,,,-86,-83,-84,-86,,,,-84,,,,,,,,,,-85,-85,,-83,,,,,,-61,-83,-67,-64,-68,-70,-68,-79,-73,-77,-73,-75,,,,,,,,,,,,
1454082731830,,,,-51,,,,,-51,,-51,,,,,,,,,,,,,-52,,,,,-53,,-65,-63,-65,-63,,,,,,,,,,,,,-82,-83,-84,-86,,,,-82,,,,,,,,,,-83,-85,,-83,,,,,,-67,-83,-67,-64,-67,-70,-67,-77,-77,-77,-77,-78,,,,,,,,,,,,
1454082732731,,,,-49,,,,,-49,,-49,,,,,,,,,,,,,-52,,,,,-53,,-62,-63,-63,-63,,,,,,,,,,,,,-79,-83,-78,-86,,,,-77,,,,,,-89,,,,-83,-85,,-84,,,,,,-62,-83,-67,-64,-69,-69,-69,-77,-77,-77,-77,-79,,,,,,,,,,,,
1454082733664,,,,-47,,,,,-49,,-47,,,,,,,,,,,,,-47,,,,,-53,,-64,-63,-65,-65,,,,,,,,,,,,,-79,-78,-78,-86,,,,-78,,-89,,,,-89,,,,-83,-81,-82,-81,,,,,,-62,-83,-67,-70,-69,-70,-69,-77,-83,-77,-82,-79,-81,,,,,,,,,,,
