['time'],['wifi_change']
1454962721767,-76,-81,-81,-81,-82,-86,-91,-92,-76,-81,-82,-86,,,
1454962725997,-75,-82,-82,-82,-83,-87,-93,-91,-75,-82,-83,-87,-75,-86,-94
"
"
1454962737317,-80,-69,-69,-75,-83,-90,-84,-70,-69,-79,-69,-80,-80,-83,-85,-85,-84,-88,-84,-80,-80,-80,-81,-88,-87,-80,-80,-87,,,,,,,,,,,,
1454962740907,-76,-67,-68,-68,-76,-74,-73,-66,-66,-71,-67,-72,-74,-76,-75,-75,-75,-74,-75,-76,-76,-77,-74,-92,-88,-74,-69,-89,-86,-87,-87,-87,-87,-83,-83,-83,-86,-91,-85,-82
"
"
1454962780747,-63,,-94,-67,-63,-64,-67,-67,,,-93,-94,-66,-69,-73,-72,-74,-85,-72,-40,-40,-40,-50,-41,-51,-60,-61,-43,,-73,-76,-52,-51,-42,,-60,-70,-70,-71,-70,-41,-60,-70,-60,,-66,,-66,-86,,-84,-77,-66,-73,-84,-72,-71,-84,-90,-88,,-90,-91,-94,-89,-81,-90,-90,,,,,,,
1454962783597,-64,-64,-84,-82,-64,-65,-84,-82,-85,-85,-85,-87,-82,-82,-69,-69,-68,,-69,-47,-46,-45,-53,-45,-52,-83,-88,-42,-42,-75,-74,-57,-50,-43,-67,-67,-64,-64,-64,-68,-46,-87,-64,-66,-86,-69,-71,-65,-88,-78,-85,-80,-64,-72,-86,-74,-73,-86,-91,-92,-86,,,,-92,-83,-87,-84,-86,-85,-86,-91,-92,-90,-94
"
"
1454962791497,-60,-64,-83,-87,-84,-89,-83,-85,-84,-84,-82,-90,-82,,-88,-72,,-71,-69,,-61,,-69,,,-74,-42,-68,-56,-61,-82,-84,-84,-68,-86,-93,,-84,-85,-84,-73,-93,-61,-71,-75,-84,-83,-77,-78,-84,-73,-92,-92,-90,-76,-92,-74,-80,-92,-90,-86,-84,-78,-83,-81,-80,-91,-92,-76,,
1454962793687,-79,-79,-80,-88,-87,-87,-80,-81,-80,-80,-81,-86,-80,-79,-86,-71,-71,-70,-70,-87,,-77,-74,-84,-60,,-60,-74,-61,,-85,-85,,-70,,,-68,,,,-78,,,-83,-80,,,,-79,,-83,,,,,,-83,,,,-89,,-89,-89,-85,,-90,-91,-81,-83,-82
"
"
1454962832107,-85,-62,-61,-77,-62,-61,-77,-74,-75,-74,-72,-78,-84,-79,-85,-39,-57,-72,-58,-78,-76,-58,-58,-62,-61,-62,-61,-83,-76,-63,-56,-58,-55,-83,-54,-39,-58,-54,-82,-83,-38,-48,,-85,-60,-75,-69,-69,-75,-75,-87,-84,-90,-82,-83,-84,-75,-69,-68,-69,-77,-84,-92,-90,-77,-90,-89,-67,-79,-87,-80,-80,-81,-80,-80,-75,-88,-81,-84,-65,-75,-77,-82,-89,-81,-88,-90,,,,
1454962834447,,-67,-68,-80,-70,-69,-80,-81,-84,-81,-82,,-89,-86,-88,-42,-76,-77,-67,-79,-77,-73,-75,-75,-67,-67,-67,,-78,-66,-55,-55,-56,-78,-63,-42,-75,-56,-78,-79,-42,-61,-74,-83,-55,-74,-74,-74,-74,-76,-83,-82,-88,-73,-82,,-79,-73,-63,-63,-76,-83,-90,-89,-75,-88,,-63,-80,,,-81,-80,,-71,-70,-90,,-86,-63,-70,-70,-93,-88,-90,-87,-89,-85,-86,-91,-91
"
"
1454962876257,-67,-63,-63,-68,-69,-69,-67,-60,-72,-73,-80,-80,-80,-73,-73,-54,-64,-79,-80,-65,-68,-68,-68,-69,-78,-71,-73,-74,-51,,-88,-89,-84,-84,-83,-75,-75,-83,-74,-88,-84,-90,-73,-67,-89,-91,-75,-91,-66,-80,-91,-75,-83,-81,-83,-79,-84,-87,-76,-90,-88,-90,-91,-86,,-93,-90,-94,-88,-92,-90,-90,-89,-82,-78,-78,-79,
1454962878007,,,,,,,,-69,-69,-80,,,,-79,-81,-81,,,,,-70,-69,-70,-91,-84,-70,-79,-85,-71,-84,,,,,,,,-85,,,-87,,-79,-73,,,,,-72,-74,,,,,-85,-83,,,-74,,,,,-85,-92,-92,-89,-91,,-90,-86,,-87,-87,,,,-88
"
"
1454962939627,-72,-81,-71,-68,-69,-66,-69,-69,-67,-69,-80,-82,-82,-83,-80,-83,-85,-42,-53,-62,-62,-52,-79,-59,-59,-82,-84,-56,-81,-79,-79,-52,-84,-81,-81,-79,-80,-72,-87,-91,-86,-80,-65,-72,-71,-63,-87,-84,-87,-75,-64,-86,-90,-92,-91,-89,-90,-77,-67,-77,-84,-78,-84,-75,-92,-87,-84,-83,-75,-87,,-74,-86,-89,-86,-81,-82,-83,-85,-83,-82,-84,-86,-87,-77,-84
1454962940237,-82,-84,-70,-71,-71,-70,-84,,-83,-84,-67,-79,-79,-85,-82,-85,,-48,-49,-55,-55,-56,-82,-53,-53,-79,-80,-69,-80,-83,-80,-49,-80,-77,-78,-77,-77,-66,,-83,,-78,-66,-69,-66,-65,-92,-88,-79,-70,,-78,-87,-88,-86,-85,-87,-69,-72,-73,-85,-84,-87,-74,-85,-79,-79,-78,-84,,-85,,,-87,-85,,,,,-84,-85,,,-82,-73,-87
"
"
1454962959237,-81,-88,-81,-66,-83,-68,-84,,-79,,-82,-75,-91,-85,-80,-81,-80,-81,-82,,,,-83,-87,-81,-89,-58,-80,-79,-84,-75,-88,-82,-90,-83,-87,-79,-81,-81,-90,-82,-77,-73,-85,-72,-77,-86,-81,-69,-76,-87,-79,-91,-73,-71,-65,-74,-76,-92,-81,-78,-68,-72,-80,-59,-78,-89,-89,-90,-91,-45,-86,-80,-91,-88,-84,-84,-87,-69,-90,-78,-77,-76,-88,-89,-92,-84,-84,-76,-44,-81,-77,-81,-87,-90,-89,-85,-89
1454962963517,,-82,,-75,-85,-76,-85,-76,-77,-86,-86,,,-82,-84,-83,-85,-84,-83,-80,-82,-82,-84,-83,-82,-92,-77,-78,-77,-83,-83,-82,,-82,-81,-83,-80,-80,,-92,,-84,-77,,,,-83,-79,-83,-74,-83,-74,,-76,-82,-74,-73,-74,,-82,-82,-80,-70,-83,-86,-77,,,,,-69,-85,-86,,,,,,,,-81,,,,,,-87,,-87,-69,,,-84,,-93,-92,,
"
"
1454962964127,-88,-84,-82,-74,-75,-85,-84,-71,-76,-76,-77,-86,-82,-84,-83,-85,-82,-84,-83,-80,-82,-84,-85,-83,,-82,-77,-83,,-90,-90,-78,-77,-83,-83,-82,-90,-81,-89,-84,-82,-85,-89,-90,-88,-80,-83,-83,-70,-80,,-84,-77,,,-83,-79,-83,-74,-83,-74,-83,-76,-82,-74,-71,-73,-74,-82,-84,-82,-80,-70,-83,-78,-86,-77,-93,-69,-81,-81,-77,-78,-84,-87,-85,-87,-69,
1454962970267,-83,-82,-81,-81,-72,-87,-86,-78,-71,-72,-72,-87,-83,-86,-85,-86,-83,-86,-85,-82,-81,-82,-82,-82,-87,-84,-78,,-94,-91,-91,-80,-79,-87,-86,-87,-87,-84,,,-87,,,,,-78,,,-68,-78,-86,-85,-79,-85,-88,-84,-83,-87,-71,-86,-79,-85,-79,-89,-80,-69,-79,-79,-78,,-78,-82,-68,-80,-81,-85,-79,,-68,-83,-79,-81,-79,,-82,,-83,-68,-75
"
"
