TimeStamp,e0:d1:73:a1:20:e1,e0:d1:73:a1:20:e5,e0:d1:73:a1:20:e0,54:78:1a:24:67:c5,54:78:1a:24:67:c0,54:78:1a:24:67:c4,e0:d1:73:a1:20:ec,e0:d1:73:a1:20:ea,e0:d1:73:a1:20:ef,e0:d1:73:a1:20:eb,54:78:1a:24:67:c2,e0:d1:73:a1:20:ed,e0:d1:73:a1:20:e4,54:78:1a:24:67:c1,e0:d1:73:a1:20:ee,cc:d5:39:24:a7:74,e0:d1:73:a1:20:e2,cc:d5:39:24:a7:72,84:78:ac:dc:d4:a0,84:78:ac:dc:d4:a5,84:78:ac:dc:d4:a1,84:78:ac:dc:d4:a4,20:3a:07:aa:41:30,20:3a:07:aa:41:35,e0:d1:73:d8:74:90,e0:d1:73:d8:74:94,e0:d1:73:d8:74:91,20:3a:07:aa:41:3b,e0:d1:73:d8:74:92,20:3a:07:aa:41:34,e0:d1:73:d8:74:95,20:3a:07:aa:41:31,20:3a:07:aa:41:3e,20:3a:07:aa:41:3f,20:3a:07:aa:41:32,20:3a:07:aa:41:3c,20:3a:07:aa:41:3d,20:3a:07:aa:41:3a,e0:d1:73:de:ac:10,e0:d1:73:de:ac:11,e0:d1:73:d8:74:9f,e0:d1:73:de:ac:15,e0:d1:73:d8:74:9d,e0:d1:73:d8:74:9e,e0:d1:73:d8:74:9b,e0:d1:73:d8:74:9a,e0:d1:73:d8:74:9c,e0:d1:73:de:ac:14,e0:d1:73:95:71:45,e0:d1:73:0f:2f:71,e0:d1:73:95:71:40,e0:d1:73:0f:2f:74,e0:d1:73:95:71:41,e0:d1:73:95:71:4b,e0:d1:73:0f:2f:70,e0:d1:73:95:71:4f,e0:d1:73:95:71:4e,e0:d1:73:95:71:4c,e0:d1:73:de:ac:12,e0:d1:73:0f:2f:72,e0:d1:73:95:71:4d,e0:d1:73:95:71:44,e0:d1:73:0f:2f:75,e0:d1:73:95:71:4a,e0:d1:73:0f:2f:7a,e0:d1:73:0f:2f:7f,e0:d1:73:0f:2f:7e,e0:d1:73:0f:2f:7c,e0:d1:73:95:71:42,e0:d1:73:0f:2f:7d,e0:d1:73:bd:c9:a4,e0:d1:73:bd:c9:a1,e0:d1:73:bd:c9:a2,e0:d1:73:bd:c9:a0,e0:d1:73:0f:2f:7b,e0:d1:73:bd:c9:a5,e0:d1:73:de:ac:1a,e0:d1:73:de:ac:1b,e0:d1:73:bd:c9:aa,e0:d1:73:de:ac:1f,e0:d1:73:de:ac:1d,e0:d1:73:de:ac:1e,e0:d1:73:bd:c9:ac,e0:d1:73:bd:c9:ab,e0:d1:73:bd:c9:af,e0:d1:73:bd:c9:ad,e0:d1:73:de:ac:1c,e0:d1:73:bd:c9:ae,54:78:1a:24:67:cf,84:78:ac:dc:d4:a2,cc:d5:39:9a:e4:80,cc:d5:39:9a:e4:85,cc:d5:39:9a:e4:81,cc:d5:39:9a:e4:84,cc:d5:39:9a:e4:82,34:a8:4e:29:3d:9f,34:a8:4e:29:3d:9a
1454082755739,,,,,,,,,,,,,,,,,,,,,,,-62,-61,,,,-80,,-62,,-62,-84,-77,-61,-86,-83,-83,-72,-74,,-72,,,,,,-72,-60,-78,-63,-77,-57,-62,-77,-62,-60,-59,-71,-78,-63,-63,-78,-69,-88,-87,-86,-88,-57,-89,,-85,,-84,-87,-85,-90,,,-89,-87,-87,,,,,-88,,,,,,,,,,
1454082759059,,,,,,,,,,,,,,,,,,,,,,,-69,-61,,,,-87,,-62,,-62,-83,-88,-69,-86,-83,-83,-72,-67,,-68,,,,,,-72,-60,-75,-58,-76,-56,-60,-76,-63,-60,-64,-68,-78,-63,-58,-75,-61,-86,-83,-84,-85,-56,-83,-83,-85,-84,-84,-83,-85,-86,,,-89,,-84,,,,,-86,,,,,,,,,,
1454082762392,,,,,,,,,,,,,,,,,,,,,,,-74,-61,,,,-87,,-75,,-72,-83,-88,-74,-86,-89,-88,-69,-72,,-68,,,,,,-70,-53,-74,-53,-76,-53,-57,-75,-57,-60,-57,-70,-78,-56,-53,-74,-58,-86,-81,-84,-83,-53,-82,-81,-81,-81,-82,-82,-85,-86,,,-86,,-84,,,,,-88,,,,,,,,,,
1454082765718,,,,,,,,,,,,,,,,,,,,,,,-72,-79,,,,-92,,-73,,-74,-83,-88,-76,-91,-89,-88,-77,-75,,-78,,,,,,-77,-50,-64,-50,-76,-53,-56,-75,-58,-58,-58,-76,-64,-58,-50,-65,-57,-78,-78,-77,-83,-51,-78,-76,-77,-76,-76,-79,-76,-87,,,-87,,-88,,,,-86,-88,,,,,,,,,,
1454082769039,,,,,,,,,,,,,,,,,,,,,,,-83,-83,,,,-92,,-82,,-74,,-88,-83,-91,-89,-88,-80,-75,,-80,,,,,,-79,-46,-58,-44,-60,-48,-56,-61,-51,-51,-54,-78,-60,-52,-44,-65,-53,-70,-71,-71,-72,-51,-71,-68,-77,-68,-69,-69,-69,-87,,-84,-87,,-88,-83,-81,-83,-83,-88,-82,,,,,,,,,
1454082772362,,,,,,,,,,,,,,,,,,,,,,,-82,-83,,,,-92,,-83,,-81,,,-82,-91,,,-83,-84,,-85,,,,,,-83,-50,-64,-44,-62,-49,-56,-62,-58,-58,-54,-78,-63,-58,-44,-62,-53,-73,-72,-71,-73,-47,-71,-68,-65,-68,-68,-72,-66,-87,,-82,-87,,-88,-82,-81,-82,-82,,-80,,,,,,,,,
1454082775677,,,,,,,,,,,,,,,,,,,,,,,-83,-83,,,,,,-83,,-85,,,-82,,,,-86,-85,,-86,,,,,,-83,-50,-64,-44,-64,-46,-53,-64,-55,-52,-54,-78,-63,-54,-44,-62,-54,-72,-70,-71,-72,-44,-70,-68,-71,-70,-68,-72,-70,,,-82,,,,-80,-82,-81,-81,,-80,,,,,,,,,
1454082779000,,,,,,,,,,,,,,,,,,,,,,,-73,-83,,,,,,-73,,-74,-90,-84,-73,,,,-86,-88,,-86,,,,,,-89,-59,-66,-58,-64,-55,-64,-68,-64,-52,-64,-89,-63,-64,-58,-66,-64,-79,-80,-79,-79,-57,-80,-73,-71,-73,-73,-80,-70,,,-80,,,,-80,-82,-83,-83,,-80,,,,,,,,,
1454082782353,,,,,,,,,,,,,,,,,,,,,,,-69,-69,,,,,,-69,,-72,-90,-89,-69,-93,,,-86,-88,,-86,,,,,,-89,-65,-73,-63,-72,-55,-73,-68,-77,-76,-74,-89,-71,-76,-62,-78,-74,-79,-86,-86,-86,-61,-88,-71,-72,-72,-72,-84,-73,,,-85,,,,-84,-82,-83,-87,,-80,,,,,,,,,
1454082785683,,,,,,,,,,,,,,,,,,,,,,,-74,-69,,,,-79,,-69,,-74,-78,-79,-74,-93,-80,-80,,-88,,,,,,,,-89,-65,-79,-65,-72,-55,-76,-68,-74,-76,-75,-89,-81,-75,-64,-78,-76,-84,-86,-86,-84,-64,-84,-71,-72,-72,-72,-83,-73,,,-90,,,,-84,,-83,-87,,,,,,,,,,,
1454082789051,,,,,,,,,,,,,,,,,,,,,,,-70,-70,,,,-86,,-70,,-68,-78,-85,-69,-87,-83,-85,-88,,,,,,,,,,-64,-79,-67,-79,,-76,,-77,-75,-75,,-80,-77,-68,-80,-76,-90,-90,-88,-88,-67,-84,-73,-74,-73,-74,-83,-75,,,-81,,,,-84,,,-87,,,,,,,,,,,
1454082792377,,,,,,,,,,,,,,,,,,,,,,,-70,-70,,,,-79,,-66,,-67,-77,-78,-66,-87,-78,-85,-88,-88,,,,,,,,-87,-64,-80,-68,-79,-68,-75,-80,-76,-75,-75,-86,-80,-76,-68,-81,-75,-86,-90,-86,-86,-68,-86,-76,-78,-77,-76,-85,-75,,,-81,,,,,,,-89,,-91,,,,,,,,,
1454082795788,,,,,,,,,,,,,,,,,,,,,,,-68,-70,,,,-70,,-67,,-67,-77,-69,-66,-69,-69,-69,-82,-83,,,,,,,,-82,-69,-80,-70,-79,-68,-85,-80,-86,-84,-75,-82,-79,-87,-72,-82,-75,-86,-93,-86,-86,-73,-86,-79,-78,-77,-78,-85,-75,,,-81,,,,,,,-89,,-91,,,,,,,,,
1454082799160,,,,,,,,,,,,,,,,,,,,,,,-54,-53,,,,-64,,-55,,-67,-68,-67,-54,-69,-67,-68,-79,-83,,-80,,,,,,-79,-74,-80,-72,-85,-74,-79,-84,-80,-73,-75,-80,-89,-79,-72,-82,-76,-86,-93,-86,-86,-73,-86,-82,-78,-80,-85,-85,-82,,,,,,,,,,-89,,-91,,,,,,,,,
1454082802531,,,,,,,,,,,,,,,,,,,,,,,-54,-54,,,,-61,,-55,,-54,-68,-60,-54,-69,-60,-68,-78,-77,,-80,,,,,,-78,-72,-87,-73,-85,-74,-78,-84,-78,-77,-78,-77,-87,-77,-73,-87,-79,,-93,,,-74,,-82,-83,-84,-82,,-84,,,,,,,,,,,,,,,,,,,,,
1454082805897,,,,,,,,,,,,,,,,,,,,,,,-64,-69,,,,-87,,-66,,-65,-78,-78,-65,-69,-77,-68,-78,-73,,-73,,,,,,-72,-72,-86,-69,-87,-70,-82,-89,-82,-79,-81,-73,-87,-81,-69,-88,-81,,-93,,,-69,-93,-82,-83,-85,-82,-93,-84,-89,,,,,-91,,,,,-91,,,,,,,,,,
1454082809277,,,,,,,,,,,,,,,,,,,,,,,-76,-76,,,,-87,,-66,,-76,-91,-78,-75,-90,-90,-90,-68,-68,,-68,,,,,,-75,-80,-86,-69,-84,-70,-79,-82,-78,-79,-80,-73,-85,-79,-82,-82,-81,,-93,,,-80,-92,-82,-86,-85,-82,-93,-89,-90,,,-89,,-90,,,,,-88,,,,,,,,,,
1454082812599,,,,,,,,,,,,,,,,,,,,,,,-64,-63,,,,-76,,-64,,-76,-91,-78,-64,-80,-77,-79,-70,-68,,-71,,,,,,-71,-67,-81,-67,-82,-68,-79,-82,-71,-71,-72,-71,-81,-72,-67,-82,-81,,-89,,-91,-67,-92,-76,-86,-76,-76,-87,-76,-89,,,-89,-91,-90,,,,,-91,-90,,,,,,,,,
1454082815976,,,,,,,,,,,,,,,,,,,,,,,-63,-64,,,,-76,,-64,,-62,-77,-77,-62,-77,-77,-75,-74,-68,,-78,,,,,,-73,-61,-79,-60,-81,-63,-72,-82,-72,-70,-72,-73,-80,-72,-67,-83,-73,,-89,,-92,-67,-90,-75,-86,-76,-75,-90,-75,-89,,,-89,-89,-90,,,,,-91,-90,,,,,,,,,
1454082819340,,,,,,,,,,,,,,,,,,,,,,,-56,-54,,,,-69,,-64,,-57,-67,-68,-56,-77,-67,-75,-82,-78,,-79,,,,,,-73,-61,-79,-60,-88,-68,-72,-82,-72,-73,-72,-73,-86,-71,-72,-87,-71,-92,-89,,-92,-71,-92,-75,,-78,-75,-90,-79,-89,,,-89,-89,,,,,,-91,-90,,,,,,,,,
1454082822667,,,,,,,,,,,,,,,,,,,,,,,-56,-54,,,,-73,,-57,,-59,-75,-72,-58,-77,-72,-75,-82,-88,,-83,,,,,,-82,-61,-85,-73,-88,-74,-76,-85,-81,-81,-81,-84,-86,-80,-77,-86,-78,-87,,-91,-91,-78,-91,-74,-75,-74,-73,-90,-79,,,,,-89,,,,,,,,,,,,,,,,
1454082825986,,,,,,,,,,,,,,,,,,,,,,,-67,-54,,,,-75,,-65,,-65,-78,-74,-65,,-74,-76,-87,-88,,-83,,,,,,-86,-75,-86,-75,-88,-74,-80,-85,-80,-80,-80,-84,-84,-80,-76,-84,-80,-87,-92,-91,-91,-77,-91,-74,-72,-74,-74,-91,-79,,,,,,,,,,-87,,,,,,,,,,,
1454082829413,,,,,,,,,,,,,,,,,,,,,,,-57,-59,,,,-73,,-57,,-65,-78,-73,-57,-73,-73,-75,-87,-88,,-83,,,,,,-86,-82,-86,-80,,-74,-80,-85,-80,-80,-80,-84,-84,-80,-80,-84,-80,-87,-92,-91,-91,-79,-91,-75,-72,-74,-74,-91,-72,,,-86,,,,,,,-86,,,,,,,,,,,
1454082832832,,,,,,,,,,,,,,,,,,,,,,,-58,-59,,,,-73,,-60,,-58,-78,-74,-57,-73,-74,-77,-87,-88,,,,,,,,-86,-82,-86,-80,,,-80,,-80,-80,-91,,-84,-80,-80,-84,-80,,-92,,,-79,,-74,-79,-74,-75,-91,-78,,,-90,,,,,,,-90,,,,,,,,,,,
1454082836231,,,,,,,,,,,,,,,,,,,,,,,-62,-62,,,,-71,,-60,,-63,-73,-70,-62,-70,-70,-77,,,,,,,,,,,-82,,-80,,-85,,,,,-91,,,,-80,,,,,,,-79,,-74,-74,-79,-75,,-71,,,-90,,,,,,,-87,,-87,,,,,,,,,
1454082839622,,,,,,,,,,,,,,,,,,,,,,,-58,-59,,,,-69,,-62,,-62,-73,-70,-57,-72,-70,-71,,,,,,,,,,,,,,,-85,,,,,-91,,,,,,,,,,,,,-82,-74,-82,-82,,-82,,,-90,,,,,,,-87,,-87,,,,,,,,,
1454082843031,,,,,,,,,,,,,,,,,,,,,,,-55,-56,,,,-73,,-62,,-55,-72,-72,-55,-72,-72,-71,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,-82,-78,-76,-82,,-78,,,,,,,,,,-87,,-86,,,,,,,,,
1454082846474,,,,,,,,,,,,,,,,,,,,,,,-57,-58,,,,-72,,-62,,-57,-71,-71,-57,-69,-71,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-78,-79,-82,,-80,,,,,,,,,,-91,,-84,,,,,,,,,
1454082849876,,,,,,,,,,,,,,,,,,,,,,,-60,-60,,,,-73,,-61,,-59,-71,-71,-60,-73,-71,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-76,-77,-79,,-80,,,-85,,,,,,-86,-83,,-84,,,,,,,,,
1454082853273,,,,,,,,,,,,,,,,,,,,,,,-64,-65,,,,-73,,-64,,-63,-71,-73,-60,-73,-73,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-82,-77,-79,,-78,,,-85,,,,,-88,-86,-91,,-89,,,,,,,,,
1454082856713,,,,,,,,,,,,,,,,,,,,,,,-69,-65,,,,-77,,-69,,-72,-75,-77,-69,-73,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-84,-82,-83,,-78,,,-85,,,,,-88,-86,-91,,-89,,,,,,,,,
1454082860101,,,,,,,,,,,,,,,,,,,,,,,-67,-67,,,,-83,,-68,,-69,-75,-83,-69,-77,-83,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-82,-85,-83,,-83,,,,,,,,-88,,-91,,-89,,,,,,,,,
1454082863532,,,,,,,,,,,,,,,,,,,,,,,-63,-63,,,,-83,,-64,,-69,-76,-76,-63,-77,-76,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-82,-78,-79,,-77,,,-83,,,,,,,,,-92,,,,,,,,,
1454082866927,,,,,,,,,,,,,,,,,,,,,,,-61,-62,,,,-83,,-61,,-63,-79,-77,-61,-77,-77,-78,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,-80,-78,-78,-79,,-78,,,-83,,,,,,,-92,,-87,,,,,,,,,
1454082870317,,,,,,,,,,,,,,,,,,,,,,,-64,-63,,,,-71,,-64,,-63,-71,-71,-64,-72,-71,-71,,,,,,,,,,,-87,,-84,,,,,,,,,,,,,,,,,,,,-73,-78,-73,-73,,-73,,,-87,,,,,,,-92,,-87,,,,,,,,,
1454082873720,,,,,,,,,,,,,,,,,,,,,,,-61,-63,,,,-73,,-61,,-64,-75,-74,-61,-72,-74,-71,,,,,,,,,,,-87,,-84,,,,,,,,,,,-86,,,,,,,,,-77,-76,-76,-73,,-73,,,-84,,,,,,,-92,,-85,,,,,,,,,
1454082877118,,,,,,,,,,,,,,,,,,,,,,,-62,-61,,,,-76,,-62,,-64,-75,-77,-61,-80,-77,-77,,,,,,,,,,,-84,,-82,,-84,,,,,,,,,-83,,,,,,,,,-75,-76,-74,-75,,-74,,,-89,,,,,,,-92,,-88,,,,,,,,,
1454082880512,,,,,,,,,,,,,,,,,,,,,,,-62,-55,,,,-68,,-62,,-57,-68,-68,-57,-71,-68,-77,,,,,,,,,,,-84,,-85,,-84,,,,,,,,,-85,,,,,,,-86,,-75,-67,-67,-75,,-69,,,-89,,,,,,,-92,,-88,,,,,,,,,
1454082883856,,,,,,,,,,,,,,,,,,,,,,,-58,-58,,,,-72,,-61,,-57,-68,-72,-61,-74,-72,-74,,-88,,,,,,,,,-81,-85,-81,-86,-84,-83,-85,-81,-81,-82,,-87,-83,-81,,-83,,-93,-93,-93,-86,,-80,-67,-78,-82,-93,-83,,,-89,,,,,,,,,-88,,,,,,,,,
1454082887241,,,,,,,,,,,,,,,,,,,,,,,-69,-70,,,,-72,,-69,,-57,-68,-86,-69,-84,-81,-74,,-88,,,,,,,,,-81,-86,-77,-86,-84,-83,-85,-87,-88,-85,,-87,-89,-78,,-86,,-93,-93,-93,-86,,-68,-67,-68,-69,-93,-72,,,-77,,,,-79,-78,-75,-75,,-75,,,,,,,,,
1454082890603,,,,,,,,,,,,,,,,,,,,,,,-68,-70,,,,-72,,-71,,-68,-83,-85,-68,-84,-81,-74,,-88,,,,,,,,,-81,-78,-75,-77,-75,-82,-78,-83,-84,-85,-90,-78,-82,-74,-78,-86,-89,-92,-93,-91,-74,-92,-62,-63,-65,-69,-93,-59,,,-77,,,,-79,-63,-63,-62,,-62,,,,,,,,,
1454082893928,,,,,,,,,,,,,,,,,,,,,,,-70,-73,,,,,,-71,,-70,-83,-85,-71,-89,-81,,,,,,,,,,,,-72,-78,-75,-78,-75,-77,-79,-77,-79,-80,-90,-79,-78,-74,-79,-86,-86,-86,-86,-86,-72,-86,-62,-56,-65,-56,-86,-56,,,-63,,,,-63,-62,-62,-62,,-63,,,,,,,,,
1454082897249,,,,,,,,,,,,,,,,,,,,,,,-80,-80,,,,,,-71,,-81,-89,-85,-79,-89,,,,,,,,,,,,,-72,-72,-68,-72,-68,-79,-72,-80,-79,-81,-90,-79,-81,-74,-73,-81,-82,-86,-83,-82,-68,-85,-56,-57,-56,-56,-85,-57,,,-63,,,,-63,-64,-65,-64,,-65,,,,,,,,,
1454082900631,,,,,,,,,,,,,,,,,,,,,,,-85,-80,,,,,,,,-81,-89,,-85,-89,,,,,,,,,,,,,-68,-68,-68,-72,-68,-77,-70,-76,-77,-77,,-79,-76,-68,-68,-81,-84,-84,-84,-84,-67,-83,-49,-49,-49,-49,-85,-57,,,-57,,,,-58,-61,-60,-59,,-65,,,,,,,,,
1454082903958,,,,,,,,,,,,,,,,,,,,,,,-86,-80,,,,,,,,-84,-89,,-85,,,,,,,,,,,,,,-68,-68,-68,-66,-60,-67,-66,-70,-69,-69,,-67,-70,-65,-67,-81,-80,-80,-81,-80,-62,-80,-49,-52,-49,-52,-80,-50,,,-57,,,,-69,-70,-67,-67,,-66,,,,,,,,,
1454082907284,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,-85,,,-85,,,,,,,,,,,,,,-68,-68,-68,-65,-60,-68,-65,-66,-68,-69,,-66,-66,-62,-65,-66,-77,-77,-76,-78,-61,-77,-49,-49,-49,-52,-80,-49,,,-57,,,,-69,-60,-60,-60,,-60,,,,,,,,,
1454082910635,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,-85,,,,,,,,,,,,,,,,,-69,-72,-68,-65,-63,-76,-70,-76,-73,-76,,-66,-77,-67,-72,-76,-74,-76,-76,-75,-67,-75,-56,-53,-56,-56,-76,-49,,,-62,,,,-69,-63,-63,-63,,-63,,,,,,,,,
1454082913943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,-69,-62,-66,-65,-66,-70,-65,-70,-73,-70,,-66,-70,-65,-64,-73,-75,-74,-74,-76,-65,-74,-51,-51,-51,-56,-74,-49,,,-60,,,,,-59,-58,-58,,-59,,,,,,,,,
1454082917264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-66,-65,-67,-66,-72,-65,-72,-71,-72,,-68,-71,-66,-65,-70,-74,-74,-76,-76,-65,-74,-46,-46,-46,-45,-75,-45,,,-54,,,,-54,-53,-54,-53,,-59,,,,,,,,,
1454082920632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,-61,-69,-62,-68,-74,-61,-74,-71,-72,,-64,-74,-66,-65,-70,-74,-70,-72,-75,-65,-70,-49,-46,-49,-48,-71,-48,,,-53,,,,-52,-53,-52,-52,,-53,,,,,,,,,
1454082923942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-59,-71,-63,-68,-75,-61,-74,-74,-75,,-61,-74,-71,-59,-74,-68,-68,-68,-75,-71,-68,-45,-44,-45,-45,-66,-44,,,-58,,,,-60,-64,-59,-59,,-53,,,,,,,,,
1454082927262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-68,-71,-65,-70,-78,-64,-79,-76,-78,,-67,-78,-71,-64,-80,-70,-71,-71,-71,-71,-71,-41,-44,-45,-41,-69,-42,,,-48,,,,-50,-64,-48,-48,,-55,,,,,,,,,
1454082930575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-68,-71,-61,-69,-81,-61,-78,-75,-78,,-61,-78,-69,-60,-78,-63,-66,-66,-63,-68,-66,-41,-38,-38,-36,-69,-36,,,-48,,,,-49,-49,-46,-46,,-47,,,,,,,,,
1454082933912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,-60,-68,-61,-69,-75,-61,-75,-75,-76,,-61,-76,-68,-61,-76,-70,-70,-70,-70,-68,-70,-42,-42,-43,-41,-70,-36,,,-55,,,,-49,-52,-51,-51,,-50,,,,,,,,,
1454082937251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-65,-70,-61,-71,-73,-61,-74,-73,-75,,-61,-75,-71,-65,-74,-68,-69,-69,-68,-71,-69,-35,-35,-35,-35,-70,-36,,,-50,,,,-50,-50,-50,-50,,-50,,,,,,,,,
