start_tamp,end_tamp,time,distance
1453856149318,1453856152928,3610,0.357328
1453856311078,1453856312358,1280,0.257689
1453856353008,1453856355528,2520,0.297259
1453856366458,1453856367048,590,0.118793
1453856454098,1453856458738,4640,0.342821
1453856613948,1453856615318,1370,0.274336
1453856750408,1453856753168,2760,0.210683
