wifi_change
7
-1
12
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
9
6
-1
16
-1
4
-1
-1
-1
2
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
23
-1
6
6
14
注释:-1表示无法判断;其他数值为wifi相差大于10的个数的累加值
