,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E7:FE,78:A5:04:41:EB:85
1526456330949,-92,-200
1526456331057,-91,-200
1526456331173,-90,-89
1526456345676,-200,-95
1526456361121,-200,-98
