,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:EE:0A,78:A5:04:41:EB:B2,78:A5:04:41:E7:A7,78:A5:04:41:EB:D4
1526453341106,-90,-91,-200,-200
1526453346036,-92,-200,-200,-200
1526453355815,-91,-200,-200,-200
1526453361034,-89,-200,-200,-200
1526453361266,-89,-200,-200,-200
1526453370764,-99,-200,-96,-91
1526453376022,-91,-200,-94,-90
1526453385982,-91,-200,-200,-200
1526453390871,-95,-200,-200,-93
