,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:EE:0A,78:A5:04:41:EB:D4,78:A5:04:41:E9:C8,78:A5:04:41:E7:A7
1526452360892,-94,-96,-95,-93
1526452365833,-200,-87,-200,-92
1526452376045,-200,-200,-200,-92
1526452380777,-200,-200,-200,-97
1526452380874,-200,-200,-200,-94
1526452390996,-200,-85,-200,-90
1526452410871,-200,-85,-200,-200
1526452410977,-200,-87,-200,-200
1526452411080,-200,-87,-200,-200
1526452411178,-200,-87,-200,-200
