,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:EB:B5,78:A5:04:41:E9:C8
1526463149212,-93,-200
1526463153715,-93,-200
1526463157068,-92,-200
1526463160325,-91,-200
1526463162638,-93,-93
1526463170439,-93,-200
1526463173776,-98,-200
1526463174840,-93,-200
1526463177050,-97,-94
1526463183661,-92,-200
