,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E9:F7,78:A5:04:41:E7:9C
1526443378981,-91,-200
1526443379082,-91,-200
1526443390940,-90,-200
1526443391138,-90,-200
1526443395919,-93,-200
1526443406239,-92,-200
1526443406343,-91,-200
1526443420953,-90,-200
1526443421074,-92,-200
1526443426184,-88,-92
1526443431085,-91,-93
1526443431208,-92,-94
1526443431316,-88,-91
1526443441314,-86,-200
