,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E9:F7,78:A5:04:41:E5:75
1526443081085,-89,-200
1526443081397,-90,-92
1526443105887,-92,-200
1526443105983,-94,-200
1526443106198,-92,-92
1526443111212,-91,-93
1526443126218,-200,-93
