,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E9:F7,78:A5:04:41:E7:9C,78:A5:04:41:EB:FC,78:A5:04:41:E5:75
1526442990880,-86,-91,-200,-200
1526442996347,-84,-92,-200,-200
1526443020890,-87,-200,-200,-200
1526443021225,-88,-200,-93,-200
1526443031288,-87,-200,-200,-95
1526443041214,-85,-200,-200,-96
1526443055974,-95,-200,-200,-200
