,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E5:75,78:A5:04:41:E9:F7,78:A5:04:41:E7:9C,78:A5:04:41:EB:FC
1526443911368,-93,-98,-200,-200
1526443935928,-200,-93,-200,-200
1526443936218,-89,-93,-94,-200
1526443951202,-99,-200,-200,-200
1526443951307,-96,-91,-200,-200
1526443956159,-90,-200,-200,-92
1526443956356,-90,-200,-200,-93
