1,2018-04-19 02:44:39,2018-04-19 02:46:37
2,2018-04-19 02:46:58,2018-04-19 02:48:58
3,2018-04-19 02:52:31,2018-04-19 02:56:00
4,2018-04-19 02:56:43,2018-04-19 02:58:43
5,2018-04-19 02:59:10,2018-04-19 03:01:08
6,2018-04-19 03:01:25,2018-04-19 03:03:25
7,2018-04-19 03:05:30,2018-04-19 03:07:29
8,2018-04-19 03:07:40,2018-04-19 03:09:39
9,2018-04-19 03:09:53,2018-04-19 03:11:52
10,2018-04-19 03:12:06,2018-04-19 03:14:05
11,2018-04-19 03:14:47,2018-04-19 03:16:47
0,2018-04-19 03:17:11,2018-04-19 03:19:11
0,2018-04-19 03:17:11,2018-04-19 03:19:11
1,2018-04-19 02:44:39,2018-04-19 02:46:37
10,2018-04-19 03:12:06,2018-04-19 03:14:05
11,2018-04-19 03:14:47,2018-04-19 03:16:47
2,2018-04-19 02:46:58,2018-04-19 02:48:58
3,2018-04-19 02:52:31,2018-04-19 02:56:00
4,2018-04-19 02:56:43,2018-04-19 02:58:43
5,2018-04-19 02:59:10,2018-04-19 03:01:08
6,2018-04-19 03:01:25,2018-04-19 03:03:25
7,2018-04-19 03:05:30,2018-04-19 03:07:29
8,2018-04-19 03:07:40,2018-04-19 03:09:39
9,2018-04-19 03:09:53,2018-04-19 03:11:52
