,null,vlucci.com AC-V1.4.0.0,null
,7C:66:9D:7B:47:FC,78:A5:04:41:EB:E8,7C:66:9D:7B:2E:21
1526460315637,-91,-96,-200
1526460320586,-96,-200,-96
1526460330714,-92,-200,-200
1526460330931,-92,-200,-200
1526460360977,-94,-95,-200
