LANZ 兰州 PET 36.10     103.80     10.000 1 8 1.16 2012-05-29 0
GAOT 高台地震台 PET 39.410 99.814 30 1 0 1.16 2012-05-20 0
JIUF 九峰 DZW 30.5 114.5 58 1 8 1.16 2012-05-28 0
KUEL 库尔勒 GS15 41.7800 86.1700 70 1 8 1.16 2012-06-09 0
GUZA 姑咱 DZW 30.1200 102.1800 70.00 1 8 1.16 2012-06-12 0
BAIJ 白家疃 PET 40.00 116.00 80.00 1 8 1.16 2012-06-12 0
CHBS 长白山 PET 42.0576 128.063 6 1 8 1.16 2012-07-12 0
CHDU 成都台 GS15 30.950 103.8000 10.0000 1 8 1.16  2012-07-17 0
JIXI 蓟县 GS15 40.0800   117.4900   65.0000 1 8 1.16 2012-08-01 0
SHQH 狮泉河 PET 32.521    80.109    4403    1 8 1.16 2012-08-21 0
ZHTO 昭通 GS15 26.5500 101.7500 58 1 8 1.16 2012-09-09 0
KUMI 昆明 GS15 25.1400 102.7400 58 1 8 1.16 2012-09-09 0
XICH 西昌 DZW 27.9100 102.2200 10.0000 1 8 1.16 2012-09-09 0
GUYA 贵阳 DZW 26.64 106.78 58 1 8 1.16 2012-09-10 0
YNYS 云南永胜 0701 26.695 100.768 2200 1 8 1.16 2012-09-24 0
MUDJ 牡丹江 PET 44.6164 129.5919 68 1 8 1.16 2012-10-09 0
WUJH 乌加河 PET 41.18 108.04 68 1 8 1.16 2012-10-09 0
XIAM 厦门 PET 24.45 118.08 68 1 8 1.16 2012-10-09 0
LISH 灵山 DZW 22.4202 109.281 30 1 0 1.16 2012-10-09 0
NANS 南山 GS15 26.5500 101.7500 58 1 8 1.16 2012-10-09 0
CHCU 长春 PET 43.47 125.35 30 1 8 1.16 2012-10-16 0
ENSH 恩施 PET 30.1657 109.0966 470 1 8 1.16 2012-10-16 0
HEGA 鹤岗 PET 47.21 130.14 58 1 8 1.16 2012-10-16 0
HUBE 淮北 PET 33.98 116.79 30 1 8 1.16 2012-10-16 0
QING 青岛 PET 36.19 120.55 30 1 8 1.16 2012-10-16 0
WANZ 万州 PET 30.77 108.49 30 1 8 1.16 2012-10-16 0
ZHJK 张家口 PET 40.49 114.54 30 1 8 1.16 2012-10-16 0
DALI 大连 PET 38.90 121.62 6 1 8 1.16 2012-10-17 0
HALE 海拉尔 PET 49.27 119.74 30 1 8 1.16 2012-10-17 0
LIYA 溧阳 PET 31.34 119.42 30 1 8 1.16 2012-10-17 0
MALS 马陵山 DZW 34.75 118.45 30 1 8 1.16 2012-10-17 0
SHYA 沈阳 PET 41.828 123.578 30 1 8 1.16 2012-10-17 0
TAIY 太原 PET 37.70 112.60 30 1 8 1.16 2012-10-17 0
ZHEZ 郑州 PET 34.63 113.57 58 1 8 1.16 2012-10-18 0
XIAF 襄樊 PET 32.00 112.04 58 1 8 1.16 2012-10-18 0
TAIA 泰安 PET 36.2 117.12 10.000 1 8 1.16 2012-10-18 0
ZANJ 湛江 PET 21.15 110.3 30 1 8 1.16 2012-10-18 0
SHES 佘山 DZW 31.09 121.19 30 1 8 1.16 2012-10-18 0
CHBS 长白山 PET 42.0576 128.063 58 1 8 1.16 2012-10-19 0
GEEM 格尔木 PET 36.4332 94.87402 58 1 8 1.16 2012-10-24 0
WUSH 乌什 PET 41.2 79.21 58 1 8 1.16 2012-11-07 0
SHIY 十堰柳林沟 DZW 32.66 110.79 1089 1 8 1.16 2012-12-06 0
YINC 银川 GS15 38.36 105.55 70 1 8 1.16 2012-12-19 0
QIOZ 琼中 PET 19 109.8 58 1 8 1.16 2013-01-16 0
XIAN 西安 PET 34.03 108.92 4403 1 8 1.16 2013-01-16 0
LASA 拉萨 PET 29.73 91.1 45 1 8 1.16 2013-01-18 0
HUAM 黄梅 DZW 30.14 115.89 10 1 8 1.16 2013-01-20 0
WUZH 梧州 PET 23.4812 111.23361 45 1 8 1.16 2013-01-21 0
HONJ 洪江 PET 27.0114 109.99507 10.000 1 8 1.16 2013-01-21 0
JIAN 吉安 PET 26.748 115.058 45 1 8 1.16 2013-01-23 0
YUSH 玉树 PET 33.01 96.2 58 1 8 1.16 2013-01-23 0
GANZ 甘孜 PET 31.6102 100.0185 30 1 8 1.16 2013-01-24 0
SONP 松潘 PET 32.483 103.6 10.000 1 8 1.16 2013-01-24 0
ALET 阿勒泰 PET 47.842 88.127 10.000 1 8 1.16 2013-01-25 0
RUOQ 若羌 PET 39.02 88.17 70 1 8 1.16 2013-01-25 0
YUTI 于田 PET 36.429 81.996 58 1 8 1.16 2013-01-25 0
TENC 腾冲 PET 25.02895 98.51978 58 1 8 1.16 2013-01-28 0
ZHOD 中甸 PET 27.823 99.698 58 1 8 1.16 2013-01-28 0
WENZ 温州 PET 27.926 120.664 58 1 8 1.16 2013-01-28 0
YICH 宜昌 DZW 30.50 111.20 58 1 8 1.16 2013-03-06 0
YUJG 榆树沟 GS15 43.78 87.7 70 1 8 1.16 2013-03-14 0
XIAG 下关 DZW 25.61 100.25 58 1 8 1.16 2013-03-18 0
FUZH 福州 PET 26.091 119.281 70 1 8 1.16 2013-04-18 0
JINA 济南中心台 DZW 36.6486 117.2225 100 1 8 1.16 2013-05-18 0
ZHZH 漳州 PET 24.45 117.63 70 1 8 1.16 2013-06-17 0
MENL 勐腊 DZW 40.04 116.18 197.5 1 8 1.16 2013-08-21 0
SSLI 十三陵 GPHONE 40.25 116.2167 101 1 0 1.16 2013-09-03 0
TANS 炭山重力 X212MGPH0132 36.5 105.6 2220 1 8 1.16 2013-12-20 0 64023 1 NX 宁夏回族自治区
YIKO 营口 X212TRG10718 40.68 122.6 80 1 8 1.16 2014-03-12 0 21007 E LN 辽宁省
HUZH 湖州 DZW 30.8423 120.0952 30 1.08346 8 1.16 2014-03-19 0 NULL NULL NULL NULL
ANXI 安县 212XWHYQ0311 31.5605 104.5732 478 1 8 1.16 2014-09-25 0 51234 3 SC 四川省市县级台站 0
DAWU 大武 X212MGPH0131 34.478 100.248 3736.1 1 8 1.16 2014-10-09 0 63019 a QH 青海省 0
MOHE 漠河地震台 X212MGPH0122 53.455 122.339 575 1 8 1.16 2014-10-09 0 23064 1 HL 黑龙江省 0
PINX 凭祥地震台 X212MGPH0124 22.1301 106.7512 227 1 8 1.16 2014-10-09 0 45004 2 GX 广西壮族自治区 0
ZIGO 自贡 X212MGPH0120 29.35 104.76 326 1 8 1.16 2014-10-09 0 51351 1 SC 四川省 0
XIAO 小庙 X212WHYQ4005 28 102 1550 1 8 1.16 2014-12-03 0 HUBXF 3 HB 湖北省 0
