129.95	44.81	580	6.4	?黑龙江牡丹江市林口县
				
84.12	42.19	10	5.3	新疆巴音郭楞州轮台县
				
91.67	32.62	5	5.3	西藏那曲地区安多县
				
121.42	22.83	27	5.4	台湾台东县海域
				
101.62	37.68	10	6.4	青海海北州门源县
				
123.45	25.41	200	6.2	台湾东北部海域
				
120.54	22.94	15	6.7	台湾高雄市
				
121.77	23.92	6	5.3	台湾花莲县海域
				
82.55	43.55	7.6	5	新疆伊犁州新源县
				
120.88	23.04	10	5	台湾台东县
				
121.71	24.22	8	5.6	台湾花莲县海域
				
121.3	23.26	8	5.2	台湾花莲县
				
94.94	31.99	7	5.5	西藏昌都市丁青县
				
122	24.71	15	6.2	台湾宜兰县海域
				
122.02	24.77	15	5.8	台湾宜兰县海域
				
121.98	24.78	6	5	台湾宜兰县海域
				
99.53	26.1	15	5	云南大理州云龙县
				
87.6	28.36	10	5.3	西藏日喀则市定结县
				
87.59	28.41	6	5.3	西藏日喀则市定日县
				
122.41	25.43	239	6.2	台湾新北市海域
				
111.56	24.08	10	5.4	广西梧州市苍梧县
				
99.61	30.1	16	5.1	四川甘孜州理塘县
				
121.38	22.6	20	5.9	台湾台东县
				
94.93	32.81	9	6.2	青海玉树杂多县
				
74.04	39.27	10	6.7	新疆克孜勒苏州阿克陶县
				
74.26	39.14	6	5	新疆克孜勒苏州阿克陶县
				
122.38	24.14	19	5.2	台湾花莲县
				
121.39	22.78	11	5	台湾台东县
				
92.31	32.32	5	5.1	西藏那曲地区聂荣县
				
86.35	43.83	6	6.2	新疆昌吉州呼图壁县
				
90.15	38.5	5	5	新疆巴音郭楞州若羌县
				
121.26	22.86	5	5.1	台湾台东县海域
				
84.81	37.25	8.5	5.8	新疆巴音郭楞州且末县
				
