81.48	28.71
73.44	38.81
74.87	41.47
72.9	38.2
100.4	38
73.04	40.38
128.8	31.4
128.7	31
122.7	24.5
121.65	22.8
99.5	25.06
122.01	24.94
98.19	34.36
121.92	24.32
121.86	24.33
121.49	24
122.41	24.1
78.2	37.6
90.47	26.74
88.36	41.67
72.87	37.94
72.81	38.23
86.2	27.6
86.1	27.5
86.1	27.8
120.56	24.52
85.75	27.76
85.9	27.8
85	27.8
122.53	23.98
85.9	28.2
87.3	28.4
84.8	28.3
84.7	28.2
122.5	24.1
122.5	24.1
122.5	24
106.34	39.79
108.82	26.65
121.69	23.84
98.91	23.46
85.67	44.14
121.54	22.61
83.53	32.93
103.19	29.33
77.27	40.21
121.7	24.34
