,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E5:59,78:A5:04:41:E9:8E,78:A5:04:41:E9:BE
1526454721531,-96,-93,-93
1526454736598,-94,-200,-91
1526454751723,-200,-200,-91
