,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:EB:B7,78:A5:04:41:EB:85
1526457285851,-93,-200
1526457285954,-91,-200
1526457300817,-92,-200
1526457300909,-91,-99
1526457315966,-91,-200
1526457316075,-93,-200
1526457316179,-91,-200
1526457330902,-92,-200
