TimeStamp,e0:d1:73:a1:20:e0,e0:d1:73:a1:20:e2,e0:d1:73:a1:20:e5,e0:d1:73:a1:20:e1,cc:d5:39:9a:e4:85,e0:d1:73:a1:20:e4,54:78:1a:24:67:c1,54:78:1a:24:67:c2,e0:d1:73:a1:20:ef,54:78:1a:24:67:c4,e0:d1:73:a1:20:ec,e0:d1:73:a1:20:ea,cc:d5:39:9a:e4:84,cc:d5:39:9a:e4:80,84:78:ac:dc:d4:a1,cc:d5:39:9a:e4:82,54:78:1a:24:67:c0,cc:d5:39:24:a7:71,84:78:ac:dc:d4:a4,84:78:ac:dc:d4:a2,54:78:1a:24:67:c5,54:78:1a:24:67:cc,cc:d5:39:24:a7:74,54:78:1a:24:67:ca,54:78:1a:24:67:cf,cc:d5:39:24:a7:72,54:78:1a:24:67:ce,54:78:1a:24:67:cd,cc:d5:39:24:a7:70,cc:d5:39:24:a7:75,54:78:1a:24:67:cb,e0:d1:73:0f:2f:75,cc:d5:39:9a:e4:81,cc:d5:39:6a:49:e4,20:3a:07:aa:41:31,cc:d5:39:6a:49:e2,20:3a:07:aa:41:32,20:3a:07:aa:41:30,e0:d1:73:d8:74:94,34:a8:4e:ae:31:70,e0:d1:73:d8:74:92,20:3a:07:aa:41:3d,20:3a:07:aa:41:3e,20:3a:07:aa:41:35,20:3a:07:aa:41:3c,e0:d1:73:d8:74:90,e0:d1:73:d8:74:95,cc:d5:39:49:c0:95,20:3a:07:aa:41:3a,cc:d5:39:49:c0:90,cc:d5:39:49:c0:94,e0:d1:73:d8:74:91,cc:d5:39:49:c0:91,cc:d5:39:49:c0:92,20:3a:07:aa:41:34,20:3a:07:aa:41:3f,20:3a:07:aa:41:3b,cc:d5:39:15:29:64,1c:e6:c7:03:56:20,e0:d1:73:de:ac:14,e0:d1:73:de:ac:10,e0:d1:73:de:ac:12,e0:d1:73:95:71:42,e0:d1:73:d8:74:9c,e0:d1:73:d8:74:9f,e0:d1:73:d8:74:9e,e0:d1:73:d8:74:9d,e0:d1:73:a1:20:ee,e0:d1:73:a1:20:eb,e0:d1:73:a1:20:ed,e0:d1:73:d8:74:9a,e0:d1:73:95:71:45,e0:d1:73:95:71:40,e0:d1:73:95:71:44,e0:d1:73:de:ac:11,e0:d1:73:de:ac:15,e0:d1:73:0f:2f:71,e0:d1:73:bd:c9:a1,e0:d1:73:bd:c9:a0,e0:d1:73:0f:2f:70,e0:d1:73:95:71:4a,e0:d1:73:bd:c9:a2,e0:d1:73:0f:2f:72,e0:d1:73:0f:2f:7f,e0:d1:73:0f:2f:7b,e0:d1:73:0f:2f:7e,e0:d1:73:95:71:41,e0:d1:73:0f:2f:7d,e0:d1:73:0f:2f:7c,e0:d1:73:95:71:4b,e0:d1:73:95:71:4c,e0:d1:73:95:71:4e,e0:d1:73:95:71:4f,e0:d1:73:bd:c9:a4,e0:d1:73:95:71:4d,e0:d1:73:0f:2f:74,e0:d1:73:0f:2f:7a,e0:d1:73:de:ac:1f,e0:d1:73:bd:c9:ab,e0:d1:73:de:ac:1a,e0:d1:73:de:ac:1e,e0:d1:73:bd:c9:aa,e0:d1:73:bd:c9:ac,e0:d1:73:bd:c9:ae,e0:d1:73:bd:c9:af,e0:d1:73:bd:c9:ad,e0:d1:73:bd:c9:a5,e0:d1:73:de:ac:1b,e0:d1:73:de:ac:1c,34:a8:4e:29:3d:95,cc:d5:39:15:29:62,e0:d1:73:de:ac:1d
1454082079667,,,,,,,,,,-86,,,,,,,,-82,,,,,,,,,,,,-83,,-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-70,-73,-71,,,-43,-71,-70,-48,-80,-69,-49,-53,-55,-58,-70,-53,-53,-83,-82,-78,-82,-70,-82,-50,-53,,-88,,,-83,-84,-87,-84,-84,-71,,,,,
1454082082005,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-70,-75,-75,,,-43,-71,-74,-48,-80,-73,-49,-52,-52,-52,-70,-52,-50,-82,-83,-82,-82,-74,-82,-50,-50,,-88,,,-85,-84,-87,-84,-84,-71,,,,,
1454082084352,,,,,,,-85,,,,,,,,,,,,,,,,-83,,,-82,,,-82,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-70,-75,-75,,,-43,-80,-74,-49,-85,-73,-49,-57,-57,-57,-70,-57,-58,-82,-83,-82,-84,-74,-85,-49,-58,,-86,,,-85,-84,-87,-84,-84,-71,,,,,
1454082086694,,,,,,,-85,,,-84,,,,,,,,,,,,,-83,,,-82,,,-82,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,,-73,-75,,,-53,-80,-77,-49,-84,-73,-49,-61,-58,-61,-70,-61,-60,-83,-83,-84,-82,-78,-82,-49,-61,,-86,,,-85,-84,-89,-84,-84,-73,,,,,
1454082089037,,,,,,,-85,,,-84,,,,,,,,,,,-86,,-83,,,-82,,,-82,,,-53,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,,,,,,-73,-73,,,-53,-76,-77,-52,-81,-76,-49,-62,-60,-61,-70,-61,-61,-82,-81,-84,-83,-78,-80,-51,-61,,-87,,,-86,,-89,-87,,-73,,,,,
1454082091382,,,,,,,-85,,,-85,,,-84,-83,,-83,-86,,,,-86,,-83,,,-82,,,-82,,,-53,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,,,,,-74,-73,-73,,,-55,-76,-73,-52,-83,-76,-56,-61,-63,-64,-70,-61,-61,-78,-81,-81,-78,-78,-77,-51,-61,,-87,,,-86,,-85,-87,-87,-73,,,,,
1454082093741,,,,,,,-83,,,-85,,,-84,-83,,-83,-86,,,,-86,,-83,,,-82,,,-82,,,-53,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-74,-70,-71,,,-55,-76,-73,-60,-79,-76,-56,-65,-66,-68,-70,-65,-64,-78,-81,-80,-80,-75,-81,-51,-65,,-87,,,-86,-90,-85,-87,-87,-73,,,,,
1454082096089,,,,,,,-83,,,-85,,,-84,-83,,-83,-86,,,,-86,,,,,,,,,,,-53,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-69,-70,-71,,,-57,-76,-69,-60,-79,-76,-56,-66,-66,-68,-70,-66,-65,-79,-79,-80,-80,-75,-80,-51,-65,,-87,,,-86,-90,-85,-87,-87,-68,,,,,
1454082098433,,,,,,,-83,,,-85,,,-84,-83,,-83,-86,,,,-86,,,,,,,,,,,-63,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-69,-70,-71,,,-57,-78,-69,-61,-81,-76,-56,-71,-70,-70,-70,-70,-70,-79,-81,-80,-80,-75,-80,-51,-71,,-87,,,-89,-90,-85,-87,-87,-68,,,,,
1454082100772,,,-86,,,,-83,,,-85,,,-84,-83,,-83,-86,,,,,,,,,,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-69,-70,-71,,,-64,-78,-69,-61,-80,-76,-66,-71,-72,-73,,-71,-71,-83,-83,-81,-82,-75,-80,,-72,,,,,-89,-90,-85,-87,-87,-76,,,,,
1454082103105,-91,,-86,,,,-83,,,-85,,,,,,,-86,,,,,,,,,,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,,,,,,,,-69,-70,-69,,,-64,-78,-78,-61,-83,-80,-66,-74,-71,-74,,-71,-73,-84,-82,-84,-83,-82,-82,,-71,,,,,-89,-90,-85,-87,-87,-76,,,,,
1454082105449,-91,,-86,-88,-85,,,,,-85,,,,,,,-86,,,,-84,,,,,,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,,,,,,,,-69,-70,-69,,,-64,-82,-78,-62,-82,-80,-64,-73,-71,-72,-70,-73,-72,-82,-84,-78,-83,-82,-82,-64,-73,,,,,-89,,-85,-87,-87,-76,,,-89,,
1454082107800,-91,,-86,-88,-85,,-86,,,-85,,,-88,,,-85,-86,,,,-84,,,,,,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,,,,,,,,-73,-72,-69,,,-64,-82,-79,-62,-82,-80,-64,-77,-73,-76,-70,-76,-73,-82,-84,-79,-86,-80,-85,-64,-75,,,,,-89,,,-87,,-79,,,-89,,
1454082110140,-91,-89,-86,-88,-85,,-86,,,-85,,,-88,,,-85,-86,,,,-83,,,,,,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,,,,,,-73,-72,-69,,,-64,-81,-79,-62,-80,-80,-64,-76,-72,-75,-70,-76,-73,-81,-80,-80,-79,-80,-80,-64,-73,,-93,,,-89,,,-91,,-79,,,-89,,
1454082112484,-91,-89,,-88,-85,,-86,,,-81,,,-88,,,-86,-82,,,,-83,,,,,,,,,,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,,,,,,-73,-72,-69,,,-65,-81,-80,-62,-80,-80,-64,-76,-75,-75,-70,-76,-77,-82,-81,-80,-83,-80,-84,-64,-75,,-93,,,-89,,,-91,,-79,,,-89,,
1454082114822,,-83,,-88,-85,-81,-84,,,-81,,,-88,,,-86,-82,,,,-84,,,,,,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,,,,,,-73,-72,-70,,,-65,-80,-80,-70,-79,-81,-64,-75,-74,-75,-70,-76,-74,-79,-78,-78,-78,-80,-80,-64,-74,,-93,,,-89,,,-90,,-79,,,-89,,
1454082117170,-86,-83,,-84,,-81,-84,,,-84,,,-88,,,-86,-85,,,,-85,,,,,,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,,,,,,-73,-72,-70,,,-65,-80,-80,-70,-80,-81,-66,-71,-73,-75,-70,-76,-74,-81,-78,-78,-81,-80,-80,-66,-74,,-91,,,-89,,,-90,-89,-76,,,,,
1454082119512,-86,-84,,-84,,-85,-84,,,-84,,,,,,-86,-85,,,,-85,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-73,-70,-70,,,-65,-80,-77,-70,-82,-80,-66,-71,-72,-72,-70,-72,-75,-80,-82,-81,-81,-77,-81,-66,-74,,-91,,,-89,-90,,-90,-89,-76,,,,,
1454082121857,-86,-84,,-84,,-85,-84,,,-84,,,,,,-86,-85,,,,-86,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-73,-70,-70,,,-65,-77,-77,-66,-82,-80,-65,-72,-72,-72,-70,-72,-74,-79,-80,-80,-81,-77,-81,-66,-74,,-91,,,-89,-90,,-90,-89,-76,,,,,
1454082124202,-86,-84,,-84,,-85,-84,,,-84,,,,,,,-85,,,,-86,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-70,-69,-69,,,-63,-77,-82,-66,-81,-81,-65,-73,-73,-73,-70,-73,-74,-78,-78,-80,-80,-81,-80,-66,-73,,-91,,,-89,-90,-90,-90,-89,-76,,,,,
1454082126545,-86,-84,,-87,,-85,,,,-84,,,,,,,-82,,,,-82,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-70,-69,-69,,,-63,-79,-82,-62,-85,-81,-61,-69,-69,-69,-74,-69,-70,-86,-83,-82,-84,-81,-84,-61,-69,,-91,,,,-90,-90,,-89,-76,,,,,
1454082128886,-86,-84,-87,-87,,-85,,,,-88,,,-83,,,,-82,,,,-82,,,,,,,,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-71,-72,-69,,,-63,-79,-79,-62,-85,-81,-61,-69,-73,-74,-74,-69,-70,-86,-83,-84,-83,-79,-84,-61,-69,,,,,,-90,-90,,,,,,,,
1454082131230,,,-87,-87,,,,,,-88,,,-83,,,,-82,,,,-82,,,,,,,,,,,-66,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-71,-72,-73,,,-63,-80,-79,-63,-78,-81,-61,-73,-72,-73,-74,-72,-72,-81,-79,-82,-81,-79,-80,-61,-72,,,,,,,-90,,,,,,,,
1454082133562,,,-87,-87,,,,,,-88,,,-81,-83,,,-82,,,,-82,,,,,,,,,,,-66,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-68,-72,-73,,,-63,-80,-79,-63,-80,-81,-63,-70,-72,-72,-74,-71,-72,-85,-81,-82,-86,-79,-84,-61,-72,,,,,,,-90,,,-76,,,,,
1454082135904,-89,,-87,-87,,-86,-83,,,-88,,,-81,-83,,-87,-82,,,,-82,,,,,,,,,,,-65,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-68,-68,-69,,,-63,-80,-77,-63,-81,-77,-63,-74,-73,-75,-74,-74,-73,-82,-81,-82,-86,-79,-84,-61,-72,,,,,,,,,,-76,,,,,
1454082138227,-89,,-87,,-82,-86,-83,,,-88,,,-81,-83,,-87,-82,,,,-80,,,,,,,,,,,-65,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-68,-68,-69,,,-63,-79,-77,-63,-82,-77,-63,-76,-73,-75,-71,-76,-79,-82,-81,-82,-82,-79,-83,,-72,,,,,,,,,-91,-76,,,,,
1454082140568,-89,,-87,,-85,-86,-83,,,,,,-81,-83,,-87,-83,,,,-80,,,,,,,,,,,-65,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-70,-68,-69,,,-70,-79,-77,-63,-79,-77,-67,-74,-77,-72,-71,-74,-75,-81,-82,-80,-82,,-81,,-72,,,,,,,,,-91,-82,,,,,
1454082142911,-83,-82,-87,,-85,-83,-78,,,,,,-81,-83,,-87,-83,,,,-80,,,,,,,,,,,-66,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,,,,,-70,-72,-72,,,-70,-79,-77,-63,-79,-82,-67,-73,-73,-76,-71,-73,-75,-81,-80,-78,-78,-83,-79,,-78,,,,,-92,,,,-91,-82,,,,,
1454082145262,-82,-81,,-83,-85,-83,-78,,,,,,,,,-87,-83,,,,-85,,,,,,,,,,,-66,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,,,,,-70,-72,-72,,,-70,-79,-77,-63,-82,-82,-67,-74,-77,-75,-71,-76,-75,-82,-80,-80,-78,-83,-81,-66,-74,,-91,,,-92,,,,-88,-81,,,,,
1454082147600,-82,-81,,-83,-85,-81,-82,,,,,,,,,-85,-83,,,,-85,,,,,,,,,,,-66,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,,,,,-70,-72,-72,,,-70,-79,-82,-63,-81,-82,-67,-75,-75,-75,-71,-76,-75,-81,-80,-81,-80,-82,-81,-66,-74,,-91,,,-92,,,,-88,-81,,,,,
1454082149938,-78,-77,,-79,-85,-81,-82,,,,,,,,,-85,-84,,,,-85,,,,,,,,,,,-66,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,,,,,-70,-72,-72,,,-70,-81,-82,-67,-76,-82,-66,-74,-75,-74,-67,-74,-72,-75,-78,-75,-76,-82,-77,-66,-73,,-91,,,-92,,,,-88,-81,,,,,
1454082152282,-85,-77,-85,-79,-85,-81,-82,,,-85,,,-86,-86,,-85,-84,,,,-85,,,,,,,,,,,-66,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,,,,,,-69,-69,-72,,,-67,-81,-78,-67,-77,-82,-66,-73,-75,-74,-67,-72,-72,-75,-78,-75,-76,-82,-75,-66,-73,,-91,,,-92,,-89,,-88,-78,,,,,
1454082154627,-85,-82,-85,-79,-85,-82,-82,,,-85,,,-86,-86,,-85,-84,,,,-85,,,,,,,,,,,-66,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-69,-69,-70,,,-67,-77,-78,-66,-73,-77,-66,-73,-75,-78,-67,-74,-73,-75,-75,-73,-74,-82,-74,-66,-73,,-91,,,-91,-90,-89,-92,-88,-78,,,,,
1454082156972,-81,-80,-81,-79,,-82,-82,,,-85,,,-86,-86,,-85,-84,,,,-85,,,,,,,,,,,-66,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-64,-69,-70,,,-69,-77,-78,-66,-73,-77,-68,-76,-75,-76,-67,-75,-76,-75,-75,-73,-74,-82,-74,-66,-76,,,,,-91,-90,-91,-92,,-78,,,,,
1454082159314,-85,-86,-81,-79,,-87,,,,-85,,,-86,-86,,-85,-84,,,,-85,,,,,,,,,,,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,,,,,,-64,-69,-66,,,-69,-77,-78,-66,-76,-77,-68,-72,-72,-74,-67,-75,-72,-73,-77,-76,-74,,-73,-66,-72,,,,,-85,-88,-91,-87,,-78,,,,,
1454082161661,-85,-86,-81,,-86,-87,,,,-85,,,-86,-86,,-85,-86,,,,-82,,,,,,,,,,,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,,,,,,-64,-69,-66,,,-69,-77,-78,-66,-78,-77,-68,-72,-68,-73,-65,-73,-73,-76,-77,-75,-78,,-78,-69,-72,,-89,,,-85,-88,-91,-87,-86,-76,,,,,
1454082164006,-86,-86,-81,,-86,-87,-87,,,-85,,,,,,,-86,,,,-82,,,,,,,,,,,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,,,,,,-64,-66,-66,,,-69,-77,-73,-66,-74,-75,-68,-71,-71,-75,-65,-71,-78,-73,-74,-74,-74,-74,-74,-69,-78,,-89,,,-85,-88,-91,-87,-86,-76,,,,,
1454082166348,-86,-86,-81,,-86,-87,-87,,,-85,,,,,,,-82,,,,-82,,,,,,,,,,,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,,,,,,-64,-66,-66,,,-69,,-73,-64,-72,-75,-68,-71,-68,-72,-65,-71,-74,-71,-74,-70,-73,-74,-71,-65,-74,,-85,,,-85,-88,-91,-85,-85,-76,,,,,
1454082168691,-86,-86,,,-86,-87,-87,,,,,,-88,,,-87,-82,,,,-82,,,,,,,,,,,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,,,,,,,,-71,-68,-68,,,-63,,-77,-64,-76,-75,-68,-75,-73,-73,-65,-75,-73,-75,-75,-74,-74,-78,-75,-65,-74,,-85,,,-85,-89,,-85,-85,-76,,,,,
1454082171039,-86,-86,,-89,-86,,-87,,,,,,-88,,,-87,-82,,,,-82,,,,,,,,,,,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-71,-68,-68,,,-63,-77,-77,-62,-76,-75,-68,-72,-72,-72,-66,-73,-72,-77,-75,-78,-74,-78,-75,-62,-73,,-84,,,-88,-89,,-85,-85,-76,,,,,
1454082173382,-86,-86,,-89,,,-87,,,-86,,,-88,,,-87,-82,,,,-82,,,,,,,,,,,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-65,-64,-68,,,-63,-77,-72,-62,-75,-75,,-68,-69,-68,-66,-69,-68,-76,-75,-77,-75,-72,-75,-62,-71,,-84,,,-88,-89,-87,-85,-85,-71,,,,,
1454082175713,,-84,,-89,,-84,-87,,,-86,,,-88,,,-87,-82,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,,,,,,,,-65,-64,-67,,,-63,-75,-72,-66,-75,-74,,-68,-68,-68,-66,-68,-69,-77,-75,-81,-76,-72,-77,-62,-70,,-84,,,-84,-85,-87,-83,-85,-71,,,,,
1454082178068,,-84,,-89,,-84,-87,,,-86,,,-88,,,-87,-88,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,,,,,,,,-65,-64,-67,,,-63,-75,-72,-66,-75,-74,-63,-68,-71,-72,-69,-68,-68,-78,-79,-79,-78,-72,-77,-62,-69,,-88,,,-84,-85,-87,-83,-88,-73,,,,,
1454082180409,,-84,,-89,,-84,,,,-86,,,,,,,-88,,,,-85,,,,,,,,,,,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-65,-68,-68,,,-63,-75,-72,-60,-76,-77,-63,-68,-69,-67,-69,-67,-68,-78,-79,-79,-79,-73,-80,-62,-68,,-88,,,-90,-87,-87,-83,-88,-73,,,,,
1454082182737,,-84,,,,-84,,,,-86,,,,,,,-88,,,,-85,,,,,,,,,,,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-65,-68,-68,,,-63,-75,-72,-60,-82,-77,-58,-68,-69,-69,-69,-69,-68,-80,-81,-81,-80,-73,-80,-58,-68,,-88,,,-90,-87,-87,-87,-88,-73,,,,,
1454082185081,,-84,-86,,,-84,,-87,,-87,,,,,,,-88,,,,-85,,,,,,,,,,,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-71,-68,-68,,,-62,-75,-72,-60,-80,-77,-58,-69,-69,-68,-69,-69,-71,-80,-77,-77,-80,-72,-79,-58,-68,,-88,,,-90,-87,-89,-87,-88,-72,,,,,
1454082187427,,,-86,,,-85,,-87,,-87,,,,,,,-88,,,,-89,,,,,,,,,,,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,,,,,,,,-71,-68,-68,,,-62,,-72,-58,-79,-74,-58,-62,-64,-66,-69,-69,-63,-76,-77,-77,-78,-72,-78,-58,-61,,-88,,,-88,-87,-89,-87,-88,-72,,,,,
1454082189768,,,-86,,,-85,,-87,,-87,,,,,,,,,,,-89,,,,,,,,,,,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,,,,,,,,-68,-68,-68,,,-54,,-70,-58,-79,-74,-54,-62,-64,-66,-69,-64,-63,-77,-81,-80,-78,-72,-81,-58,-62,,-88,,,-88,-87,-85,-87,-85,-69,,,,,
1454082192100,,,-86,,,-85,-88,-87,,-87,,,,,,,,,,,-89,,,,,,,,,,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-68,,-69,,,-54,,-70,-58,-83,-74,-54,-64,-62,-65,-69,-64,-65,-84,-83,-82,-82,-74,-81,-58,-67,,-88,,,-88,,-85,-87,-85,-69,,,,,
1454082194444,,,-86,,-89,-85,-88,-87,,-87,,,,,,,,,,,-89,,,,,,,,,,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-68,,-69,,,-54,-77,-70,-59,-83,-74,-58,-64,-61,-62,-76,-64,-61,-84,-86,-84,-84,-74,-82,-59,-61,,-87,,,-88,,-85,-87,-86,-69,,,,,
1454082196786,,,,,-89,-85,-88,,,,,,-85,,,-83,,,,,-89,,,,,,,,,,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,,,-74,-76,-69,,,-53,-77,-73,-59,-85,-74,-58,-64,-62,-63,-76,-63,-62,-85,-85,-84,-85,-74,-84,-59,-62,,-87,,,-88,,-85,-87,-86,-69,,,,,
1454082199117,,,,,-85,,-88,,,,,,-85,,,-83,,,,,-85,,,,,,,,,,,-61,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,-74,-76,-69,,,-53,-77,-73,-61,-86,,-58,-64,-64,-63,-75,-63,-63,-85,-85,-85,-85,-74,-86,-61,-63,,-88,,,-88,,-85,-89,-86,-69,,,,,
1454082201464,,,,,-85,,-88,,,,,,-85,,,-83,,,,,-85,,,,,,,,,,,-61,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,-73,-76,-69,,,-59,-77,-73,-61,-83,,-60,-60,-60,-62,-75,-61,-65,-87,-85,-85,-84,-74,-86,-61,-63,,-90,,,-88,,-86,-89,-87,-78,,,,,
1454082203790,,,,,-85,,-86,,,,,,-85,,,-83,,,,,-85,,,,,,,,,,,-62,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,,,,,,-73,-76,-76,,,-59,-77,-73,-61,-86,-79,-60,-60,-60,-62,-75,-61,-65,-85,-85,-85,-84,-76,-85,-61,-64,,-90,,,-90,,-86,-89,-87,-78,,,,,
1454082206133,,,,,-85,,-86,,,,,,-85,,,-83,,,,,-85,,,,,,,,,,,-62,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,-73,-76,-76,,,-59,-76,-73,-54,-82,-79,-60,-62,-60,-62,-75,-62,-59,-84,-82,-84,-81,-76,-82,-54,-60,,-90,,,-90,,-86,-88,-87,-78,,,,,
1454082208483,,,,,-85,,-86,,,,,,-85,,,,,,,,-85,,,,,,,,,,,-62,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,-73,-74,-76,,,-58,-76,-76,-54,-82,-79,-60,-63,-61,-62,-75,-63,-59,-82,-82,-84,-83,-76,-82,-54,-62,,-90,,,-90,,-86,-88,-87,-77,,,,,
1454082210818,,,,,-87,,-86,,,,,,-85,,,,,,,,,,,,,,,,,,,-56,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-73,-74,-76,,,-58,-76,-76,-55,-85,-79,-60,-59,-61,-60,-73,-59,-60,-83,-83,-83,-83,-76,-84,-58,-58,,-89,,,-89,,-86,-88,-87,-77,,,,,
1454082213152,,,,,-87,,-86,,,,,,-86,,,,,,,,,,,,,,,,,,,-56,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-73,-74,-76,,,-58,-76,-76,-55,-83,-79,-54,-59,-61,-58,-73,-60,-60,-85,-85,-83,-85,-76,-86,-58,-59,,-89,,,-89,,-86,-88,-90,-73,,,,,
1454082215495,,,,,-87,,-89,,,,,,-86,,,-87,,,,,,,,,,,,,,,,-55,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-73,-73,-74,,,-58,-76,-77,-55,-84,-79,-54,-57,-59,-59,-73,-59,-60,-85,-86,-86,-85,-78,-86,-58,-59,,-89,,,-89,,-86,-88,-90,-73,,,,,
1454082217826,,,,,-85,,-89,,,,,,-86,,,-87,-84,,,,-85,,,,,,,,,,,-55,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-73,-73,-74,,,-58,-75,-77,-53,-83,-79,-52,-60,-59,-60,-71,-60,-63,-82,-82,-83,-82,-78,-83,-54,-60,,-89,,,-89,,-86,,-90,-73,,,,,
1454082220169,,,,,-85,,-89,-86,,-85,,,-86,,,-87,-83,,,,-85,,,,,,,,,,,-55,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,-72,-73,-74,,,-54,-75,-74,-53,-83,-79,-52,-60,-59,-60,-71,-59,-59,-82,-82,-83,-82,-78,-82,-54,-59,,-89,,,-89,,-88,,-90,-74,,,,,
1454082222509,,,,,-85,,-88,-86,,-85,,,-86,,,-87,-83,,,,-85,,,,,,,,,,,-53,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,,,,,,-72,-73,-70,,,-54,-75,-74,-53,-83,-78,-52,-60,-57,-60,-71,-59,-58,-82,-83,-83,-82,-78,-82,-54,-58,,,,,-89,-88,-88,-90,-90,-74,,,,,
