TimeStamp,88:75:56:8f:3d:d0,88:75:56:8f:3d:d5,88:75:56:8f:3d:d4,20:3a:07:f9:39:c0,20:3a:07:f9:39:c5,20:3a:07:f9:39:c4,20:3a:07:f9:39:c2,20:3a:07:f9:39:c1,0c:d9:96:ca:15:42,0c:d9:96:ca:15:40,0c:d9:96:ca:15:44,0c:d9:96:ca:15:41,0c:d9:96:ca:15:45,0c:d9:96:ca:15:4a,0c:d9:96:ca:15:4e,0c:d9:96:ca:15:4c,0c:d9:96:ca:15:4f,0c:d9:96:ca:15:4b,0c:d9:96:ca:15:4d,20:3a:07:f9:39:cb,20:3a:07:f9:39:cd,20:3a:07:f9:39:ca,20:3a:07:42:45:10,20:3a:07:42:45:14,20:3a:07:42:45:12,20:3a:07:f9:39:ce,20:3a:07:f9:39:cf,20:3a:07:f9:39:cc,20:3a:07:42:45:15,34:a8:4e:cc:26:f1,20:3a:07:42:45:1b,20:3a:07:42:45:1f,34:a8:4e:cc:26:f0,88:75:56:8f:3d:d2,20:3a:07:42:45:1d,20:3a:07:42:45:11,34:a8:4e:cc:26:f2,20:3a:07:42:45:1c,88:75:56:8f:3d:d1,34:a8:4e:cc:26:f5,20:3a:07:42:45:1e,34:a8:4e:cc:26:f4,c0:62:6b:86:c4:3c,c0:62:6b:86:c4:3a,c0:62:6b:86:c4:3f,c0:62:6b:86:c4:35,c0:62:6b:86:c4:30,c0:62:6b:86:c4:3d,c0:62:6b:86:c4:31,88:75:56:6b:6a:5a,c0:62:6b:86:c4:32,c0:62:6b:86:c4:3b,34:a8:4e:cc:26:ff,34:a8:4e:cc:26:fd,c0:62:6b:86:c4:34,c0:62:6b:86:c4:3e,34:a8:4e:cc:26:fa,34:a8:4e:cc:26:fc,f0:25:72:a2:eb:e1,88:75:56:6b:6a:5e,34:a8:4e:cc:26:fb,88:75:56:6b:6a:54,88:75:56:6b:6a:5d,f0:25:72:a2:eb:ea,f0:25:72:a2:eb:eb,88:75:56:6b:6a:51,f0:25:72:a2:eb:ef,f0:25:72:a2:eb:ec,88:75:56:6b:6a:5c,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e2,a0:cf:5b:44:84:52,88:75:56:6b:6a:55,88:75:56:6b:6a:50,88:75:56:6b:6a:52,34:a8:4e:cc:26:fe,88:75:56:6b:6a:5f,88:75:56:6b:6a:5b,a0:cf:5b:44:84:55,f0:25:72:a2:eb:ed,a0:cf:5b:44:84:54,f0:25:72:a2:eb:e5,a0:cf:5b:44:84:5e,a0:cf:5b:44:84:51,a0:cf:5b:44:84:50,a0:cf:5b:44:84:5c,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5f,a0:cf:5b:44:84:5a,a0:cf:5b:44:84:5b,f0:25:72:a2:eb:ee,e0:d1:73:5b:cd:d4,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:d1,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:dc,e0:d1:73:5b:cd:d5,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:da,e0:d1:73:5b:cd:db,e0:d1:73:5b:cd:de,e0:d1:73:5b:cd:df,7c:95:f3:17:0f:4b,7c:95:f3:17:0f:4d,7c:95:f3:17:0f:4a,64:d8:14:60:de:45,64:d8:14:60:de:40,64:d8:14:60:de:42,64:d8:14:60:de:44,7c:95:f3:17:0f:44,7c:95:f3:17:0f:42,7c:95:f3:17:0f:45,64:d8:14:60:de:41,7c:95:f3:17:0f:4c,7c:95:f3:17:0f:40,7c:95:f3:17:0f:4f,64:d8:14:60:de:4a,7c:95:f3:17:0f:41,64:d8:14:60:de:4d,64:d8:14:60:de:4f,64:d8:14:60:de:4b,64:d8:14:60:de:4e,64:d8:14:32:64:db,64:d8:14:60:de:4c,64:d8:14:32:64:d1,34:a8:4e:ab:ce:a4,34:a8:4e:ab:ce:a0,64:d8:14:32:64:d0,64:d8:14:32:64:d4,64:d8:14:ad:ad:0f,64:d8:14:ad:ad:01,34:a8:4e:ab:ce:a2,64:d8:14:32:64:d2,64:d8:14:ad:ad:02,64:d8:14:ad:ad:0e,64:d8:14:32:64:d5,34:a8:4e:ab:ce:a5,64:d8:14:ad:ad:0b,64:d8:14:c0:60:0a,64:d8:14:32:64:de,34:a8:4e:ab:ce:af,64:d8:14:ad:ad:05,34:a8:4e:ab:ce:ab,64:d8:14:32:64:dc,64:d8:14:c0:60:00,64:d8:14:ad:ad:0d,64:d8:14:c0:60:02,64:d8:14:32:64:dd,34:a8:4e:ab:ce:ad,64:d8:14:ad:ad:00,64:d8:14:ad:ad:04,64:d8:14:c0:60:0b,64:d8:14:32:64:da,64:d8:14:32:64:df,64:d8:14:c0:60:04,64:d8:14:c0:60:01,34:a8:4e:ab:ce:a1,64:d8:14:c0:60:05,64:d8:14:c0:60:0f,64:d8:14:c0:60:0e,64:d8:14:c0:60:0c,64:d8:14:ad:ad:0a,64:d8:14:ad:ad:0c,34:a8:4e:ab:ce:ae,7c:95:f3:17:0f:4e,20:3a:07:42:45:1a,88:75:56:8f:3d:de,88:75:56:8f:3d:dd,88:75:56:8f:3d:db,88:75:56:8f:3d:df,88:75:56:8f:3d:da
1454508684020,,,,,,-80,,,-81,,-79,-73,-75,-83,-82,-82,-83,-82,-80,,,,,,,,,,,,,,-84,,,,-75,,,-81,,-82,-86,-85,-85,-77,-74,-86,-74,,-76,,,,-76,-87,,,-83,,,-77,-82,-83,,-81,-83,,,-87,-87,-85,-83,-76,-81,-80,,-84,-82,-84,-88,-82,-86,-90,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508686360,,,,,,-80,,,-81,,-79,-73,-78,-83,-82,-86,-83,-86,-80,,,,,,,,,,,,,,-84,,,,-75,,,-81,,-82,-86,-85,-85,-77,-70,-86,-74,,-70,,,,-71,-84,,,-83,,,-77,,-81,-82,-81,-81,,,-76,-74,-74,-79,-76,-81,-80,,-84,,-84,-84,-80,-86,-90,-80,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508688699,,,,,,,,,-81,-80,-79,-73,-78,-84,-84,-82,-83,-86,-84,,,,,,,,,,,,,,-84,,,,,,,-81,,-82,-86,-89,-86,-77,-70,-86,-77,-86,-70,,,,-71,-84,,,-82,,,,,-88,-87,-81,-86,,-84,-76,-74,-74,-79,-76,-81,-80,,-88,,-84,-88,-80,-86,-90,-87,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508691065,,,,-81,-82,,,,-81,-80,-79,-77,-78,-84,-80,-82,-81,-80,-79,-85,-85,-85,,,,,-85,,,,,,-80,,,,,,,-80,,-80,-86,-89,-86,-81,-78,-89,-77,-86,-70,,,,-71,-84,,,-82,,,-76,-85,-88,-87,-81,-86,,-84,-82,-74,-74,-79,,-77,-80,,-88,-81,-83,-88,-80,-86,-90,-87,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508693426,,,,-81,-82,,,,-65,-65,-65,-77,-78,-84,-80,-82,-81,-80,-79,-85,-85,-85,,,,,-85,,,,,,-80,,,,,,,-80,,-80,-86,-89,-86,-81,-78,-89,-80,-86,-70,,,,-71,-84,,,-82,,,-76,-85,-88,-87,-81,-86,,-84,-82,-74,-74,-79,,-77,-80,,-88,-81,-83,-88,-80,-86,,-84,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508695767,,,,-81,-82,,,,-65,-65,-65,-77,-78,-84,-80,-82,-81,-80,-79,-85,-85,-85,,,,,-85,,,,,,-80,,,,,,,-80,,-80,,-89,-86,-81,-78,-89,-80,-86,-70,,,,-71,-84,,,-82,,,-76,-85,-88,-87,,-86,,-84,-82,-74,-74,-79,,-82,-85,,-88,-81,-83,-88,-80,-86,,-84,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508698113,,,,-81,-82,,,,-65,-65,-65,-77,,-84,-80,-82,-81,-80,-79,-85,-85,-85,,,,,-85,,,,,,-80,,,,,,,-80,,-80,,-89,-86,-81,-78,-89,-80,-86,,,,,,,,,-82,,,-76,-85,-88,-87,-81,-86,,-84,-82,,,,,-81,-81,,-88,-81,-83,-88,,-86,,-84,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508700456,,,,-81,-82,,,,-65,-65,-65,-77,,-84,-80,,-81,-80,-79,-85,-85,-85,,,,,-85,,,,,,-80,,,,,,,-80,,-80,,,,-81,-84,-89,-80,,,,,,-85,,,,,,,-81,-85,,,-81,,,,-82,,,,,-81,-82,,,-81,-83,,,-86,,-84,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508702786,,,,,,,,,-87,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,-80,,,,,,-85,,,,,,,-81,,,,-85,,,,,,,,,-81,-82,,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508705111,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,-85,,,,,,,-81,,,,-85,,,,,,,,,-81,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508707444,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,-85,,,,,,,-81,,,,-85,,,,,,,,,-81,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508709778,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,-85,,,,,,,-81,,,,-85,,,,,,,,,-81,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508712100,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508716742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508719070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508721385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508723710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508726041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,-88,,,,-85,,,,,,,,,,,,,,,,,,-85,,,,,,,,,-85,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508728370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,-88,,,,-85,,,,,,,,,,,,,,,,,,-87,,,,,,,,,-85,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508730699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,-88,,,,-85,,,,,,,,,,,,,,,,,,-87,,,,,,,,,-85,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508733025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,-88,,,,-85,,,,,,,,,,,,,,,,,,-87,,,,,,,,,-85,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508735352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,-88,,,,-85,,,,,,,,,,,,,,,,,,-83,,,,,,,,,-85,,,-83,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508737666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508739995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508742334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-85,,,,,,,,-83,,,,,,,,,,,,,,,,,,-83,,,,,,,,,-83,,,-83,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508744650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-85,,-85,,-85,,,,-83,,,,,,,,,,,,,,,,,,-81,,,,,,,,,-83,,,-83,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508746985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-85,,-84,,-85,,,,-83,,,,,,,,,,,,,,,,,,-81,,,,,,,,,-83,,,-77,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508749310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-85,,-84,,-85,,,,-83,,,,,,,,,,,,,,,,,,-81,,,,,,,-85,,-83,,,-77,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508751634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-85,,-84,,-78,,,,-78,,,,,,,,,,,,,,,,,,-75,,,,,,,-85,,-76,,,-77,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508753965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,-83,,-82,,,,-78,,,,,,,,,,,,,,,,,,-75,,,,,,,-85,,-76,,-90,-72,-76,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508756298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-85,,-83,,-82,,,,-78,,,,,,,,,,,,,,,,,,-75,,,,,,,-77,,-76,,-90,-72,-76,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508758630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-80,,-83,,-82,,,,-80,,,,,,,,,,,,,,,-87,-85,,-77,,,,,,,-77,,-78,,-90,-72,-76,-90,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508760970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-80,,-77,,-77,,,,-80,,,,,,,,,,,,,,,-87,-85,,-73,,,,,,,-77,,-78,,-85,-72,-76,-82,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508763295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-80,,-77,,-77,,,,-80,,,,,,,,,,,,,,,-87,-85,,-73,,,,,,,-69,,-78,,-85,-72,-67,-82,-82,-87,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508765627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-79,,-77,,-81,,,,-80,,,,,,,,,,,,,,,-87,-85,,-70,,,,,,,-69,,-70,,-85,-72,-68,-82,-84,-87,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508767958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-79,,-81,,-81,,,,-80,,,,,,,,,,,,,,,-87,-85,,-74,,,,,,,-69,,-70,,-89,-74,-68,-90,-84,-87,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508770284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,,-81,,-81,,,,-80,,,,,,,,,,,,,,,,,,-74,,,,,,,-74,,-70,,-89,-74,-68,-90,-84,-87,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508772611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-78,,-81,,-81,,,,-79,,,,,,,,,,,,,,,,,,-74,,,,,,,-78,,-78,,-89,-74,-77,-90,-84,-87,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508774939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-78,,-81,,-81,,,,-79,,,,,,,,,,,,,,,,,,-75,,,,,,,-78,,-77,,-89,-74,-77,-90,-84,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508777269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-78,,-85,,,,,,-79,,,,,,,,,,,,,,,,,,-75,,,,,,,-78,,-77,,-89,-80,-77,-89,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508779598,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-81,-81,,-85,,,-91,,,-79,,,,,,,,,-83,-86,,-87,-82,,-85,,,-75,,,,,,,-75,-85,-77,,,-80,-76,-89,,-90,-88,-89,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508781928,,,,,,,,,-77,-77,,-85,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-81,-77,,-85,,-75,-91,,,-76,,,,,,,,,-83,-86,,-87,-82,,-85,,,-74,,,,,,,-75,-85,-75,,,-80,-76,-89,,-90,-88,-89,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508784255,,,,,,,,,-77,-77,,-85,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-81,-77,,-87,,-75,-91,,,-76,,,,,,,,,-83,-86,,-87,-82,,-85,,,-74,,,,,,,-75,-85,-75,,,-80,-76,-89,,-90,-88,-89,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508786583,,,,,,,,,-77,-77,,-85,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-82,-77,,-87,,-75,-91,,,-76,,,,,,,,,-83,-86,,-87,-82,,-85,,,-74,,,,,,,-80,-85,-75,,,-80,-76,-89,,-90,-90,-89,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508788910,,,,,,,,,-77,-77,,-85,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-83,-82,,-87,,-75,-91,,,-81,,,,,,,,,-83,-86,,-87,-82,,-85,,,-74,,,,,,,-80,-85,-74,,,-80,-75,,,-90,-90,-89,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508791239,,,,,,,,,-77,-77,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-82,,-87,,-75,,,,-81,,,,,,,,,,,,,,,-86,-86,-87,-71,,,,,,,-80,,-74,,-85,-73,-75,,-85,-85,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508793567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-82,,-71,,-75,,,,-81,,,,-82,,,,,,-87,,,,,-86,-86,-87,-71,,,,,,,-80,-88,-74,,-85,-69,-75,-89,-85,-85,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508795912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-76,-75,-86,-71,,-75,-86,,,-81,,,,-82,,,,,,-87,,,,,-86,-86,-87,-71,,,,,,,-69,-88,-74,,-85,-69,-73,-89,-87,-89,-89,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508798240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-76,-75,-86,-75,,-75,-86,,,-81,,,,-82,,,,,,-87,,,,,-86,-86,-87,-74,,,,,,,-69,-88,-74,,-85,-74,-73,-89,-87,-89,-89,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508800584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-76,-75,-86,-77,,-75,-86,,,,,,,-82,,,,,,-87,,,,,-86,-86,-87,-74,,,,,,,-68,-88,,,-85,-74,-73,-86,-84,-85,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508802918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-76,-79,-86,-77,,-76,-86,,,-77,,,,-82,,,,,,-87,,,,,-88,-86,,-70,,,,,,,-68,-88,-71,,,-74,-71,-86,-86,-85,-85,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508805258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-85,-76,-79,-86,-75,,-77,-86,,,-77,,,,-86,,,,,,,,,,,-88,-86,,-70,,,,,,,-68,,-71,,-84,-67,-71,-84,-84,-83,-85,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
