,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:EB:C7,78:A5:04:41:E7:91
1526461016122,-93,-95
1526461019574,-93,-200
1526461020622,-93,-93
1526461021881,-200,-93
1526461025025,-94,-92
1526461030521,-94,-200
1526461030626,-95,-92
1526461035004,-200,-91
1526461036058,-200,-90
1526461038272,-200,-91
1526461040480,-200,-90
1526461041530,-91,-91
1526461043780,-93,-92
1526461043873,-92,-200
1526461044814,-94,-92
1526461049221,-91,-92
1526461055793,-200,-93
