TimeStamp,34:a8:4e:ce:92:60,34:a8:4e:90:14:80,34:a8:4e:ce:92:62,34:a8:4e:90:14:82,88:75:56:ef:bc:a0,34:a8:4e:9f:90:90,88:75:56:ef:bc:a2,34:a8:4e:9f:90:9f,34:a8:4e:2f:30:7d,34:a8:4e:9f:90:9d,34:a8:4e:2f:30:70,34:a8:4e:2f:30:7f,34:a8:4e:9f:90:92,34:a8:4e:2f:30:72,34:a8:4e:90:14:8f,34:a8:4e:85:47:50,34:a8:4e:ce:92:6f,34:a8:4e:90:14:8d,34:a8:4e:ce:92:6d,34:a8:4e:85:47:52,88:75:56:82:92:70,20:3a:07:0b:be:90,34:a8:4e:26:96:b0,20:3a:07:06:d4:bf,88:75:56:82:92:72,20:3a:07:0b:be:92,34:a8:4e:26:96:b2,20:3a:07:06:d4:bd,34:a8:4e:85:47:5d,20:3a:07:ee:63:80,20:3a:07:8b:b4:a0,88:75:56:82:92:7f,20:3a:07:8b:b4:af,34:a8:4e:26:96:bf,20:3a:07:8b:b4:a2,20:3a:07:7a:6d:a2,88:75:56:82:92:7d,34:a8:4e:26:96:bd,20:3a:07:7a:6d:a0,20:3a:07:ee:63:8f,20:3a:07:7a:6d:af,34:a8:4e:65:4d:1f,34:a8:4e:65:4d:1d,20:3a:07:ee:63:8d,20:3a:07:06:d4:b2,34:a8:4e:ae:44:1f,20:3a:07:8b:b4:ad,34:a8:4e:ae:44:1d,88:75:56:0f:66:f2,34:a8:4e:67:e6:c2,20:3a:07:06:d4:b0,88:75:56:0f:66:f0,20:3a:07:16:3f:f0,34:a8:4e:47:99:ff,20:3a:07:ee:63:82,34:a8:4e:47:99:fd,20:3a:07:16:3f:f2,20:3a:07:16:3f:ff,88:75:56:0f:66:ff,34:a8:4e:65:4d:12,34:a8:4e:85:47:5f,20:3a:07:16:3f:fd,34:a8:4e:67:e6:c0,34:a8:4e:ae:44:12,88:75:56:0f:66:fd,34:a8:4e:84:8a:3f,34:a8:4e:84:8a:30,34:a8:4e:84:8a:32,34:a8:4e:84:8a:3d,20:3a:07:fd:63:b0,20:3a:07:fd:63:b2,88:75:56:04:8b:10,cc:d5:39:94:84:90,34:a8:4e:ae:44:10,88:75:56:04:8b:12,34:a8:4e:4e:19:82,34:a8:4e:65:4d:10,88:75:56:04:8b:1d,34:a8:4e:4e:19:80,cc:d5:39:94:84:9f,cc:d5:39:94:84:92,88:75:56:04:8b:1f,34:a8:4e:4e:19:8f,34:a8:4e:4e:19:8d,cc:d5:39:94:84:9d,34:a8:4e:67:e6:cd,34:a8:4e:47:99:f2,20:3a:07:0b:be:9d,20:3a:07:0b:be:9f,34:a8:4e:67:e6:cf,34:a8:4e:47:99:f0,88:75:56:46:e4:12,88:75:56:46:e4:10,58:bf:ea:98:e5:f0,58:bf:ea:98:e5:f2,34:a8:4e:cd:1f:bf,34:a8:4e:cd:1f:be,34:a8:4e:cd:1f:b1,34:a8:4e:cd:1f:b0,34:a8:4e:91:cf:90,88:75:56:46:e4:1f,88:75:56:46:e4:1d,88:75:56:ca:c3:d2,34:a8:4e:c2:a0:1f,88:75:56:ca:c3:df,88:75:56:ca:c3:dd,58:bf:ea:98:e5:fd,34:a8:4e:c2:a0:10,88:75:56:ca:c3:d0,88:75:56:e8:08:2f,34:a8:4e:c2:a0:1d,88:75:56:e8:08:2d,88:75:56:e8:08:22,58:bf:ea:98:e5:ff,88:75:56:b6:5e:a0,20:3a:07:b7:c1:af,88:75:56:e8:08:20,20:3a:07:59:25:d0,20:3a:07:1a:df:90,88:75:56:b6:5e:af,20:3a:07:54:5c:80,34:a8:4e:c2:a0:12,88:75:56:b6:5e:a2,20:3a:07:1a:df:9d,20:3a:07:3f:95:bf,20:3a:07:fd:63:bf,88:75:56:b6:5e:ad,20:3a:07:59:25:d2,20:3a:07:3f:95:bd,20:3a:07:1a:df:9f,20:3a:07:3f:95:b0,20:3a:07:54:5c:82,20:3a:07:54:5c:8d,20:3a:07:54:5c:8f,88:75:56:2c:fb:70,20:3a:07:59:25:df,20:3a:07:fd:63:bd,20:3a:07:1a:df:92,88:75:56:2c:fb:72,20:3a:07:59:25:dd,88:75:56:2c:fb:7d,88:75:56:2c:fb:7f,24:01:c7:87:30:50,34:a8:4e:61:47:72,20:3a:07:23:4b:1d,34:a8:4e:61:47:70,20:3a:07:23:4b:10,34:a8:4e:0e:8f:90,20:3a:07:3f:95:b2,20:3a:07:ee:25:20,34:a8:4e:61:47:7d,34:a8:4e:0e:8f:92,20:3a:07:ee:25:2f,20:3a:07:ee:25:2d,24:01:c7:87:30:5d,20:3a:07:ee:25:22,34:a8:4e:61:47:7f,24:01:c7:87:30:52,24:01:c7:87:30:5f,34:a8:4e:0e:8f:9d,34:a8:4e:e0:0e:e0,34:a8:4e:0e:8f:9f,34:a8:4e:e0:0e:e2,24:01:c7:0b:62:62,88:75:56:bf:20:40,88:75:56:bf:20:4f,88:75:56:bf:20:42,88:75:56:bf:20:4d,34:a8:4e:fb:84:f0,24:01:c7:0b:62:60,24:01:c7:0b:62:6f,34:a8:4e:fb:84:ff,34:a8:4e:fb:84:f2,24:01:c7:0b:62:6d,34:a8:4e:fb:84:fd,cc:d5:39:2e:38:d2,cc:d5:39:2e:38:d0,cc:d5:39:9f:83:82,cc:d5:39:f5:2f:d2,cc:d5:39:bf:82:50,58:97:1e:ea:c3:e0,58:97:1e:ea:c3:e2,20:3a:07:14:48:a2,20:3a:07:23:4b:1f,20:3a:07:23:4b:12,20:3a:07:14:48:a0,20:3a:07:14:48:ad,20:3a:07:14:48:af,20:3a:07:7a:6d:ad,20:3a:07:b7:c1:ad,20:3a:07:b7:c1:a0,20:3a:07:b7:c1:a2,34:a8:4e:fc:b5:70,cc:d5:39:a1:3d:8d,cc:d5:39:a1:3d:8f,20:3a:07:46:f5:1f,20:3a:07:46:f5:1e,cc:d5:39:a1:3d:80,34:a8:4e:91:cf:9f,cc:d5:39:a1:3d:82,34:a8:4e:91:cf:9e,cc:d5:39:f5:2f:df,24:01:c7:29:38:b2,24:01:c7:3d:63:02,c0:62:6b:b6:2b:02,c0:62:6b:b6:2b:00,34:a8:4e:91:cf:91,88:75:56:e6:13:f0,34:a8:4e:fc:b5:71,88:75:56:e6:13:f1,88:75:56:ef:bc:af,5c:fc:66:cf:ac:62,e0:d1:73:64:87:c2,20:3a:07:46:f5:11,20:3a:07:46:f5:10,cc:d5:39:bf:82:52,cc:d5:39:9f:83:80,1c:e6:c7:78:65:22,24:01:c7:9b:0e:40,34:db:fd:2e:66:70
1454963308721,,-68,,-78,,,,,,,,,,,,-72,,,,-72,-73,-56,,,-62,-61,,,,,,-72,,,,,-74,,,,,,,,,,,,,-79,,,,,,,,,,,,,-78,,,-55,-61,-57,-55,-42,-44,,-58,,,,,-81,,-71,-58,-80,,,-71,,,-88,-87,-89,,,,,,,,,,,,,,,,,,,,-60,,-60,-58,,-61,,-50,-76,-69,-74,-64,,-59,-68,-65,-61,-74,-82,-65,-68,-62,,-76,-77,-83,,-61,,-83,,,,,,-79,-81,-74,,,-79,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,-72,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963311904,,,,-75,,,,,,,,,,,,-72,,,,-72,-59,-56,,,-56,-60,,,,,,-72,,,,,-70,,,,,,,,,,,,,-79,,,,,,,,,,,,,-83,,,-71,-53,,-71,-42,-42,-79,-63,,,,,-83,,-77,-64,-80,,,-78,,,-85,-87,,,,,,,,,,,,,,,,,,,,,-63,,-63,-57,,-63,,-58,-76,-70,-74,-64,,-63,-85,-62,-61,-74,-82,-62,-84,-62,-69,-84,-77,,,-62,-69,-83,,,,,,,,-68,,-62,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,-67,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963315096,,,,-75,,,,,,,,,,,,,,,,,-78,-63,,,-56,-60,,,,,,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,-74,-70,-71,-72,-42,-56,-79,-69,,,,,-80,,-77,-66,,,,-77,,,-85,,,,,,,,,,,,,,,,,,,,,,-73,,-73,-69,,-64,,-58,-83,-80,-74,-80,,-63,-85,-80,-66,-77,,-82,-84,-70,-69,-84,,,,-68,-78,,,,,,,,,-81,,-70,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,-79,,-79,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963318277,,,,,,,,,,,,,,,,,,,,,-77,-63,,,-78,,,,,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-71,-71,-71,-51,-51,-79,-65,,,,,-80,,-77,-66,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-69,-68,,-64,,-67,-83,-81,-78,-77,,-64,-79,-85,-72,-77,,-82,-78,-70,-76,-87,,,,-72,-78,,,,,,,,,-78,,-74,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,-87,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963321428,,,,,,,,,,,,,,,,,,,,,-81,-62,,,-78,,,,,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-69,-68,-69,-51,-52,,-68,,-77,,,-83,,-72,-66,,,,-72,,,,,-91,,,,,,,,,,,,,,,,,,,,-68,,-68,-62,,-62,,-67,,-77,-74,-77,,-64,-73,-85,-67,-72,,-84,-74,-74,-76,-87,-81,,,-67,-78,,,,,,,,,-81,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963324637,,,,,,,,,,,,,,,,-79,,,,-78,-73,-62,,,-71,,,,,,,-75,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,-68,-69,-55,-48,-52,,-64,,-77,,,-83,,-74,-65,,,,-73,,,-84,-83,-91,,,,,,,,,,,,,,,,,,,,-61,,-61,-52,,-60,,-52,-75,-63,-74,-77,,-58,-65,-64,-54,-72,-73,-64,-65,-64,,-76,-76,,,-54,-78,,,,,-82,-83,-79,,-79,,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963327836,,,,-78,,,,,,,,,,,,-73,,,,-72,-66,-62,,,-71,,,,,,,-80,,,,,-75,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,-54,-57,-57,-54,-48,-43,-75,-63,,-78,,,-82,,-64,-63,-83,,,-64,,,-84,-84,,,,,,,,,,,,,,,,,,,,,-63,,-63,-62,,-62,,-52,-80,-63,-75,-64,,-58,-64,-65,-51,-75,-73,-65,-64,-59,,-68,-68,,,-51,-70,,,,,-82,-83,-74,,-79,,-56,-77,,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963330979,,,,-79,,,,,,,,,,,,-73,,,,-73,-68,-63,,,-69,-62,,,,,,-80,,,,,-70,,,,,,,,,,,,,-81,,,,,,,-81,-84,,,,-85,,,,-50,-55,-57,-50,-33,-33,-75,-65,,-78,,,-84,,-72,-63,-83,,,-73,,,,-84,,,,,,,,,,,,,,,,,,,,,-57,,-57,-58,,-62,,-59,-80,-61,-80,-59,,-66,-63,-70,-45,-78,,-70,-63,-59,-58,-65,-64,,-89,-45,-64,,,,,,-80,-73,-80,-67,,-56,-77,,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-73,-66,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963334157,,,,-79,,,,,,,,,,,,-68,,,,-68,-68,-63,,,-61,-70,,,,-79,,-78,,,,,-79,,,,,,,,,,,,,,,,,,,,-81,-84,,,,-83,,,,-53,-53,-53,-53,-23,-23,-74,-58,,-73,,,-85,,-70,-63,,,,-69,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-69,-58,,,,-59,-78,-67,-80,-57,,-65,-62,-69,-39,-78,,-70,-63,,-58,-70,-64,,-89,-39,-64,,,,,,-80,-73,-80,-65,,,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-73,-66,-80,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963337328,,,,-78,,,,,,,,,,,,-62,,,,-63,-65,-66,,,-66,-70,,,,-79,,-71,,,,,-71,,,,,,,,,,,,,,,,,,,,-79,-75,,,,-83,,,,-67,-57,-56,-67,-25,-26,-77,-63,,-73,,,-87,,-83,-66,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,-60,,-60,-58,,,,-60,-81,-67,,-62,,-65,-85,-71,-31,-89,,-71,-63,-69,-58,-70,-82,,,-31,-62,,,,,,,-74,-84,-66,,-69,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-73,,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963340534,,,,-78,-80,,,,,,,,,,,-72,,,,-72,-77,-66,,,-66,-80,,,,,,-82,,,,,-71,,,,,,,,,,,,,,,,,,,,-79,-75,,,,,,,,-68,-62,-62,-68,-25,-40,-77,-77,,,,,-87,,-82,-79,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,-79,,-77,-73,,,,-74,-81,,,-62,,,-87,-71,-51,-89,,-86,,-78,,,-82,,,-51,-62,,,,,,,-76,-84,-66,,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-62,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963343697,,,,,-80,,,,,,,,,,,-72,,,,-72,-74,-82,,,-77,-80,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-59,-60,-62,-36,-35,,-75,,,,,,,-84,-79,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,-75,,-75,-76,,,,-76,,,,-80,,-79,-79,-85,-50,,,-86,,-79,,,-86,,,-50,,,,,,,,-70,,-66,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963346890,,,,,-80,,-78,,,,,,,,,-67,,,,-66,-71,-77,,,-73,,,,,,,-82,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,-59,-59,-56,-58,-30,-28,,-75,,,,,,,-79,-76,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-58,-62,,-66,,-67,,-75,,-77,,-64,-59,-76,-32,,,-77,-59,-77,,-71,-71,,,-32,,,,,,,,-68,,-62,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-60,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963350082,,,,,-80,,-78,,,,,,,,,-68,,,,-68,-68,-73,,,-73,,,,,-75,,-80,,,,,-80,,,,,,,,,,,,,,,,,,,,,-85,,,,-86,,,,-70,,-59,-70,-30,-30,-80,-74,,,-81,,,,-84,-73,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,-58,,-77,-71,,-80,,-67,,-75,,-77,,-64,-86,-86,-47,,,-86,-59,-64,,-71,-71,,,-48,,,,,,,,-80,,-61,,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-80,-63,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963353258,,,,,,,,,,,,,,,,-68,,,,-80,-68,-73,,,-77,,,,,-77,,-80,,,,,-87,,,,,,,,,,,,,,,,-80,,-75,,,-85,,,,-82,,,,-73,-65,-59,-73,-44,-44,-80,-74,,,-77,,,,-82,-74,,-84,,-82,,,,,,,,,,,,,,,,,,,,,,,,,-84,,-82,-78,,-80,,-76,,,,,,,-86,-90,-60,,,-86,,-64,,,,,,-60,,,,,,,,-83,,-66,,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-80,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963356397,,,,,,,,,,,,,,,,,,,,-80,-79,,,,-77,,,,,-77,,,,,,,-87,,,,,,,,,,,,,,,,-82,,-73,,,-83,,,,-82,,,,-72,-74,-71,-72,-44,-45,,-78,,,-77,,,-76,-83,-78,,-79,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,-86,,-83,-76,,-81,,-76,,,,,,,,-90,-58,,,,-89,,,,,,,-58,,,,,,,,-83,,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963359544,,,,,,,,,,,,,,,,-78,,,,-80,-82,,,,,,,,,-74,,-85,,,,,,,,,,,,,,,,,,,,,-77,,-74,,,-81,,,,,,,,-69,-70,-71,-69,,-42,,-74,,,-79,,,-77,-84,-74,,-79,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-86,-76,,-81,,,,,,,,,-87,,-63,,,,-89,,,,,,,-63,,,,,,,,-79,,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963362759,,,,,,,,,,,,,,,,-76,,,,-76,-81,,,,-79,,,,,-74,,-86,,,,,-86,,,,,,,,,,,,,,,,-77,,-74,,,-81,,,-88,-83,,,,-63,-68,-68,-63,-44,-43,,-75,,,-76,,,-73,-83,-72,,,-89,-83,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-81,-77,,,,-80,,,,,,,-83,,-51,,,,-86,,,,,,,-51,,,,,,,,-73,,-67,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963365923,,,,,,,,,,,,,,,,-68,,,,-68,-77,,,,-79,-75,,,-89,-76,,-76,,,,,-86,,,,,,,,,,,,,,,,-79,,,,,-81,,,-87,-83,,,,-50,-64,-63,-50,-44,-32,,-75,,,-76,,,-77,-83,-73,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,-75,,-75,-71,,-76,,-80,,-78,-75,-73,,,-70,-85,-43,-87,,-88,-70,-80,-77,-74,-76,,,-42,,,,,,,,-64,,-67,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-64,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963369069,,,,-71,,,,,,,,,,,-86,-62,,,,-64,-77,,,,-55,-70,,,-89,-85,,-68,,,,,-68,,,,,,,,,,,,,,,,-73,,,,-75,,,,-87,,,,,-56,-50,-49,-56,-37,-32,,-72,,,,,,-77,-83,-73,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,-68,,-68,-71,,-69,,-62,-83,-78,-84,-73,,-70,-69,-85,-41,-87,,-78,-69,-65,-69,-71,-76,,,-41,,,,,,,,-61,,-61,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-61,-65,-72,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963372300,,,,-71,,,,,,,,,,,-86,-60,,,,-62,-71,-80,,,-68,-70,,,-76,-85,,-73,,,,,-72,,,,,,,,,,,,,,,,-68,,,,-75,-70,,,-76,-69,,,,-65,-50,-54,-65,-39,-39,,-77,,,,,,,-83,-76,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,-82,,-68,-69,,-69,,-62,-83,-82,-84,-77,,-70,-90,,-61,,,-87,-90,-70,-77,-71,,,,-60,,,,,,,,-64,,-59,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,-57,-83,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963375486,,,,,,,,,,,,,,,,-66,,,,-67,-76,-80,,,-79,,,,-82,-80,,-86,-90,,,,-86,,,,,,,,,,,,,,,,-64,,,,-68,-61,,,-89,-62,,,,-69,,-57,-69,-53,-39,,-84,,,-78,,,-79,,-76,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-84,-69,,,,-79,,-82,,-77,,,-90,,-64,,,-87,-90,-70,-77,,,,,-63,,,,,,,,-74,,-61,,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,-60,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963378705,,,,,,,,,,,,,,,,-68,,,,-67,-76,,,,-81,,,,-82,-77,,-86,-90,,,,-86,,,,,,,,,,,,,,,,-67,,-78,,-67,-70,,,-89,-62,,,,-65,-60,-61,-65,-53,-56,,-81,,,-78,,,-79,,-84,,-87,-88,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,-87,-81,,,,-82,,,,,,,,-89,-68,,,,-90,,,,,,,-66,,,,,,,,-74,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963381955,,,,,,,,,,,,,,,,-71,,,,-71,-81,,,,-81,,,,,-77,,,,,,,,,,,,,,,,,,,,-86,,,-63,,-80,,-62,-60,,,-90,-60,,,,-70,-64,-64,-70,,-52,,-81,,,-77,,,-78,,-84,,-82,-83,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,-86,,-86,-81,,,,-82,,,,,,,,-89,-69,,,,,,,,,,,-69,,,,,,,,-72,,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963385133,,,,,,,,,,,,,,,,-76,,,,-73,-81,,,,-79,,,,-88,-75,,,,,-81,,,,,,,,,,,,-85,,-78,-86,,-80,-63,,-74,,-52,-61,,,-90,-61,-74,,,-76,-64,-63,-76,-56,-56,-84,,,,-74,,-86,-72,,,,-82,-80,-89,-91,,,,-88,,,,,,,,,,,,,,,,,,,,-86,,-86,,,,,-84,,,,,,,,,-73,,,,,,,,,,,-73,,,,,,,,-76,,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963388345,,,,,,,,,,,,,,,,-76,,,,-73,,,,,-79,,,,-88,-75,,,-83,,-83,,,,,,,,,-92,,,-84,,-78,-79,,-77,-54,,-70,,-56,-56,-91,,,-55,-82,,,-84,-70,-71,-76,-66,-66,-81,,,,-72,,-83,-72,,,,-80,-80,,-91,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,-80,,,,,,,,,,,-80,,,,,,,,-83,,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963391444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-83,,-83,,,,,-90,,,,-86,,,-80,,,-75,,-73,-48,,-64,,-56,-56,-91,,,-55,-76,,,-80,-72,-71,,-66,-66,-81,,,-74,-72,,-76,-67,,-80,,-80,-81,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,,,,,,,-80,,,,,,,,-86,,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963394555,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,-68,-74,,-71,,-76,,,,,-86,,,,-84,,,-72,,,-68,,-68,-46,,-64,,-46,-51,,,,-50,-72,,-85,-80,-79,,-86,,-65,-71,,,-74,-62,,-77,-67,-80,-80,-78,-75,-75,-80,-56,,,,-57,,,,,,,,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,,,,-86,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963397719,,-74,,,,,,,,,,,,,-88,,,-87,,,,,,,,,-74,,,-58,-61,,-64,,-76,,,,,-81,,,,-84,-80,,-64,,-63,-50,,-61,-34,,,,-35,-42,-73,,,-43,-72,,-74,-79,-79,-78,-79,-72,-75,-71,-63,,-53,-53,,-60,-55,-84,-64,-60,-74,-74,-81,-64,,,,-63,,,-78,,-74,,,,,,,,-63,-76,-70,-70,,,-64,,-76,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963400849,,-71,,-71,,-78,,,,,,,,,-86,,,-87,,,,,,,,,-69,,,-65,-61,,-65,-86,-55,,,,,-81,,,,-90,-80,,-64,,-53,-50,,-61,-34,,-62,,-42,-43,-74,,,-43,,,-74,-83,-78,-78,-79,-72,-75,-61,-73,,-53,-66,,-65,-55,-82,-64,-65,-75,-75,-82,-64,,,,-63,,,-78,,-74,,,,,,,,-73,-81,-79,-79,,,-70,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963403966,,-76,,-76,,-78,,,,,,,-83,,-86,,,-87,,,,,,,,,-71,,,-63,-62,,-69,-88,-63,,,,,,,,,-90,,,-69,,-53,,,-61,-34,,-62,,-34,-42,-74,,,-41,-60,,-74,-79,-78,,-78,-77,-77,-59,-73,,,-66,,-65,,-82,-70,-65,-73,-73,-86,-63,,,,-63,,,,-84,,,,,,,,,-74,-73,-82,-82,,-73,-74,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963407157,,-73,,-66,,,,,,,,,-83,,,,,-83,,,,,,,,,-71,,,-61,-59,,-57,-82,-63,,,-84,,,,,,-86,,,-57,,-59,-47,,-60,-35,,-63,,-34,-44,-64,,,-44,-47,,-64,-79,-82,-76,-80,-77,-79,-58,-72,,-57,,,-60,-57,-80,-72,-60,-73,-80,-86,-63,,,,-63,,,-77,-79,,,,,,,,,-63,-81,-80,-81,,-64,-63,,-77,,,,,,,,,,,-67,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963410286,,-76,,-66,,,,,,,,,,,,,,-83,,,,,,,,,-64,,,-61,-56,,-55,-81,,,,-82,,,,,,-86,,,-55,,-59,-47,,-57,-44,,-63,,-45,-44,-71,,,-44,-63,,-71,-76,-78,-76,-75,,-79,-63,-72,,-64,-72,,-66,-68,-78,-72,-67,-80,-80,-79,-59,,,,-60,,,-77,-79,,,,,,,,,-63,-72,-81,-82,,-64,-63,,-73,,,,,,,,,,,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
