TimeStamp,88:75:56:8f:3d:d0,20:3a:07:42:45:12,88:75:56:8f:3d:d2,20:3a:07:f9:39:c0,20:3a:07:42:45:1f,20:3a:07:42:45:1d,20:3a:07:42:45:10,0c:d9:96:ca:15:40,0c:d9:96:ca:15:4f,20:3a:07:f9:39:c2,0c:d9:96:ca:15:42,20:3a:07:f9:39:cf,0c:d9:96:ca:15:4d,20:3a:07:f9:39:cd,34:a8:4e:cc:26:f0,34:a8:4e:cc:26:f2,c0:62:6b:86:c4:30,c0:62:6b:86:c4:32,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e2,a0:cf:5b:44:84:50,c0:62:6b:86:c4:3f,f0:25:72:a2:eb:ed,88:75:56:6b:6a:5d,c0:62:6b:86:c4:3d,34:a8:4e:cc:26:ff,34:a8:4e:cc:26:fd,88:75:56:6b:6a:52,88:75:56:6b:6a:50,88:75:56:6b:6a:5f,a0:cf:5b:44:84:52,f0:25:72:a2:eb:ef,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5f,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:df,e0:d1:73:5b:cd:dd,7c:95:f3:17:0f:4f,7c:95:f3:17:0f:4d,64:d8:14:60:de:40,64:d8:14:60:de:42,7c:95:f3:17:0f:42,7c:95:f3:17:0f:40,64:d8:14:60:de:4f,64:d8:14:60:de:4d,64:d8:14:32:64:df,64:d8:14:32:64:dd,64:d8:14:c0:60:0d,64:d8:14:32:64:d0,34:a8:4e:ab:ce:a0,64:d8:14:ad:ad:00,64:d8:14:c0:60:0f,64:d8:14:ad:ad:0d,64:d8:14:32:64:d2,34:a8:4e:ab:ce:a2,64:d8:14:ad:ad:02,64:d8:14:c0:60:00,64:d8:14:c0:60:02,64:d8:14:ad:ad:0f,34:a8:4e:ab:ce:af,34:a8:4e:ab:ce:ad,88:75:56:8f:3d:df
1454509738417,-80,-77,-80,,-88,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509741699,-80,-77,-80,,-88,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509744985,,-80,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509748288,-81,-76,-79,-83,-85,,-75,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509751587,-77,-76,-78,-79,-84,-86,-77,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509754884,-77,-71,-79,-79,-79,-86,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509758166,-76,-70,-77,-80,-74,-73,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509761466,-76,-61,-74,-78,-71,-71,-71,-84,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84
1454509764708,-59,-62,-60,-78,-60,-60,-62,-84,,-80,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80
1454509767964,-68,-57,-68,,-56,-56,-54,,,-80,,-82,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72
1454509771252,-64,-52,-63,,-65,-65,-53,,,,,-82,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78
1454509774481,-70,-52,-63,,-61,-60,-63,,,-78,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83
1454509777696,-70,,,,-63,-63,-49,,,-78,,-78,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,-81,,,,,,,,-71
1454509780929,,-50,-63,,-63,-63,-49,,,-84,,-78,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-89,,-82,,,,,-81,,,,,,,,-73
1454509784211,,-58,-62,,-69,-69,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,-89,,,,,,,,,,,,,,,-74
1454509787450,-64,-58,-64,,-63,-63,-59,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-74
1454509790691,-66,-55,-66,,-61,-61,-55,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,,-86,-86,,,,,,,-83,,,,,,,,-72
1454509793985,-65,-62,-67,,-60,-59,-63,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,-91,-86,-86,,,,,,,,,,,,,,,-72
1454509797279,-65,-63,-64,,-65,-64,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,,,,-81,,,,,,,,,,,,,-76
1454509800578,,-59,-62,,-65,-65,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,-80
1454509803840,,-59,-64,,-64,-64,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,-81,,,,,-81,,,,,,,,-77
1454509807090,-62,-59,-64,,-69,-68,-63,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,-86,,-81,,,,,-81,,,,,,,,-75
1454509810321,-64,,-64,,-73,-73,-63,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,-84,,,,,,,,,,,,,,,-78
1454509813575,-65,,-64,,-71,-71,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,-82,,,,,,,,-76
1454509816869,-61,-63,-62,,-64,-64,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,-85,,,,,,,-82,,,,,,,,-74
1454509820127,-61,-60,-68,,-62,-62,-60,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,-83,,,,,-83,,,,,,,,-72
1454509823387,-61,-60,-68,,-65,-65,-61,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,-83,,,,,-83,,,,,,,,-77
1454509826636,-68,-56,-72,,-57,-57,-56,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,-89,,,,,,,-82,,,,,,,,-79
1454509829907,-67,-54,-64,,-55,-55,-54,,,,,-86,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,-82,,,,,,,,-72
1454509833205,-60,-52,-61,,-64,-64,-51,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66
1454509836385,-56,-60,-56,,-63,-62,-61,,,,,-87,-86,-87,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,-86,-89,-80,,,,,-77,,,,,,,,-73
1454509839634,-48,-59,-50,,-73,-73,-59,,,,,-87,-86,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-82,-84,-89,-78,,,,,-78,,,,,,,,-60
1454509842887,-48,-67,-59,,-72,-71,-59,,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,-80,-79,-88,-72,,,,,-75,,,-85,-81,,,,-69
1454509846138,-59,-67,-59,,-77,-76,-69,,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,-80,-77,-88,-70,,,,,-73,,,-85,-81,,,,-73
1454509849369,-68,,,,-76,-76,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-77,,-70,,,,,-73,,,,,,,,-72
1454509852631,-64,,,,-67,-66,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,-85,,,,,,,,,,,,,,,-71
1454509855919,-64,-65,-65,,-74,-74,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,-75
1454509859206,-66,-68,-66,,-74,-73,-69,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,-85,,-79,,,,,-79,,,,,,,,-73
1454509862509,-66,-66,-64,,-74,-74,-63,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,-85,,-85,,,,,-84,,,,,,,,-77
1454509865801,-66,-71,-68,,-84,-74,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,-84,,,,,,,,-75
1454509869087,-72,-69,-71,,-76,-76,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,-75
1454509872384,-72,-63,-61,,-77,-76,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76
1454509875684,-71,-70,-71,,-77,-87,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83
1454509878967,-76,-70,-77,,-84,-87,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83
1454509882250,-84,-80,-77,,-84,-86,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509885534,-84,-78,-79,,-88,-86,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509888818,,-79,-81,,-86,-87,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509892101,-82,-79,-82,,-84,-87,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509895384,-76,,-82,,-87,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509898671,-81,-80,,,-87,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509901953,-81,-80,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454509948567,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
