,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E7:9C,78:A5:04:41:E9:F7,78:A5:04:41:E5:75
1526443786168,-93,-96,-92
1526443801052,-200,-96,-91
1526443811133,-200,-95,-200
1526443811245,-200,-95,-200
1526443825942,-200,-94,-92
1526443826125,-98,-200,-93
1526443826229,-200,-200,-92
