,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E7:9C,78:A5:04:41:E9:F7,78:A5:04:41:EB:FC
1526443701251,-88,-200,-200
1526443716005,-87,-200,-200
1526443716093,-88,-200,-200
1526443716275,-87,-200,-200
1526443716388,-88,-92,-200
1526443726137,-84,-97,-96
1526443726266,-85,-200,-200
1526443726367,-90,-200,-200
1526443731241,-91,-200,-200
1526443740936,-93,-200,-200
1526443746193,-93,-200,-200
