,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E9:E3,78:A5:04:41:EB:D8,78:A5:04:41:EB:FE
1526463009745,-92,-91,-200
1526463016160,-92,-91,-92
1526463016589,-94,-93,-91
1526463031243,-200,-92,-92
1526463031358,-200,-200,-91
1526463031552,-200,-92,-92
1526463046296,-200,-91,-91
1526463046489,-200,-92,-200
1526463046592,-94,-92,-91
1526463051327,-200,-91,-200
1526463051476,-93,-92,-200
1526463061398,-93,-92,-200
1526463066427,-200,-91,-90
