,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:EE:01,78:A5:04:41:E9:E8,78:A5:04:41:EB:EC
1526446866477,-90,-200,-200
1526446866577,-90,-200,-200
1526446866683,-89,-200,-200
1526446866820,-91,-94,-200
1526446881296,-90,-200,-92
1526446881643,-200,-200,-93
