,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:E7:A3,78:A5:04:41:EB:EC,78:A5:04:41:E9:9B
1526446986613,-94,-200,-200
1526446986825,-93,-200,-200
1526447001506,-97,-200,-200
1526447016430,-96,-200,-200
1526447016846,-96,-94,-200
1526447031316,-94,-200,-96
