,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
,78:A5:04:41:EB:D8,78:A5:04:41:EB:FE
1526462861302,-93,-200
1526462861410,-94,-200
1526462861614,-94,-200
1526462876349,-94,-200
1526462876486,-93,-200
1526462876596,-95,-200
1526462881277,-91,-95
1526462891346,-92,-200
1526462891572,-94,-200
1526462896405,-92,-200
1526462896501,-94,-200
