		x（北）		y（东）		h（高）
        C1,  3372279.5986,   550474.3181,     27.3181
        C2,  3372292.7905,   550537.5431,     28.3811
     1-P10,  3372290.6806,   550598.9331,     27.9080
         1,  3372280.0546,   550476.9520,     27.4001
         2,  3372251.5396,   550514.0211,     27.1341
         3,  3372259.6876,   550631.6641,     26.4441	（圆形花坛处）
      1-P1,  3372326.9446,   550581.2620,     29.2731
      1-P2,  3372327.1986,   550573.5391,     29.2991
      1-P3,  3372327.1965,   550555.4771,     29.2991
      1-P4,  3372322.9966,   550555.4651,     29.2761
      1-P5,  3372322.9836,   550536.7350,     29.2881
      1-P6,  3372322.9865,   550518.4321,     29.2771
      1-P7,  3372326.9295,   550518.4481,     29.2691
      1-P8,  3372326.9216,   550508.2121,     29.2671
      1-P9,  3372326.9605,   550492.7681,     29.2341
      2-P1,  3372326.6966,   550580.8641,     33.4750
      2-P2,  3372327.1956,   550573.1151,     33.4971
      2-P3,  3372327.2016,   550555.6511,     33.4981
      2-P4,  3372322.9746,   550555.6320,     33.4821
      2-P5,  3372322.9686,   550531.5541,     33.4751
      2-P6,  3372322.9855,   550518.2641,     33.4771
      2-P7,  3372327.1966,   550518.2661,     33.4721
      2-P8,  3372327.1926,   550508.0261,     33.4731
      2-P9,  3372327.1936,   550496.5771,     33.4801
     2-P10,  3372326.8346,   550493.1820,     33.4491
    209-S1,  3372329.9306,   550544.2590,     33.4781
    209-S2,  3372329.9246,   550551.4651,     33.4650
    209-S3,  3372325.7055,   550551.4580,     33.4651
    209-S4,  3372325.7316,   550544.2601,     33.4731
       yp1,  3372330.2816,   550543.2411,     36.1131
       yp2,  3372330.3016,   550552.4000,     36.1051
       yp3,  3372324.8206,   550552.3950,     36.1101
       yp4,  3372324.7066,   550543.1761,     36.1121
    212-S1,  3372320.3915,   550544.2340,     33.4561
    212-S2,  3372320.3806,   550553.8191,     33.4510
    212-S3,  3372315.5886,   550553.8160,     33.4491
    212-S4,  3372316.2055,   550544.2321,     33.4611
      3-c2,  3372326.7966,   550581.0911,     37.4091
      3-p1,  3372327.2786,   550576.4700,     37.4071
      3-p2,  3372327.2836,   550565.6401,     37.4141
      3-p3,  3372327.2755,   550563.2390,     37.4131
      3-p4,  3372327.2806,   550555.4160,     37.4080
      3-p5,  3372323.0706,   550555.4161,     37.3981
      3-p6,  3372323.0666,   550551.2080,     37.4051
      3-p7,  3372323.0596,   550541.5941,     37.4111
      3-p8,  3372323.0636,   550529.5531,     37.4141
      3-p9,  3372323.0686,   550517.4621,     37.4061
     3-p10,  3372327.2766,   550517.4541,     37.4082
     3-p11,  3372327.2776,   550510.2241,     37.3991
     3-p12,  3372327.2826,   550496.3670,     37.4001
      3-c1,  3372326.9416,   550492.2081,     37.4051
       4C2,  3372326.7946,   550581.1051,     41.2941
       4P1,  3372327.0228,   550576.3267,     41.3307
       4P2,  3372327.0256,   550565.4830,     41.3331
       4P3,  3372327.0146,   550563.0791,     41.3341
       4P4,  3372327.0406,   550555.2560,     41.3381
       4P5,  3372322.8316,   550555.2670,     41.3011
       4P6,  3372322.8176,   550551.0611,     41.2711
       4P7,  3372322.7946,   550545.0491,     41.2701
       4P8,  3372322.7836,   550531.8090,     41.2761
       4P9,  3372322.7785,   550525.7710,     41.2651
      4P10,  3372322.8515,   550517.8751,     41.3021
      4P11,  3372327.0736,   550517.8491,     41.3281
      4P12,  3372327.0516,   550510.0211,     41.3292
      4P13,  3372327.0606,   550507.5951,     41.3331
      4P14,  3372327.0406,   550496.1561,     41.3210
       4C1,  3372326.9615,   550492.2001,     41.3101
       5C1,  3372314.1286,   550532.9441,     45.2331
       5C2,  3372314.1246,   550541.3681,     45.2370
       5P1,  3372322.8146,   550559.3570,     45.2241
       5P2,  3372322.8266,   550551.5451,     45.2332
       5P3,  3372322.8255,   550531.6821,     45.2281
       5P4,  3372322.8155,   550525.6581,     45.2351
       5P5,  3372322.8135,   550522.0561,     45.2321
       5P6,  3372322.8186,   550515.4301,     45.2281
